#Wavenumber (cm^-1);  Spectrum (K*cm*km*mol^-1); Spectrum (normalised);  Integral (K*km*mol^-1)
292.15; 1012.208; 0.010329174052116; 482671.78411454
293.17; 1017.9642; 0.010387913749568; 483708.02771233
294.19; 1017.963; 0.010387901504052; 484744.2701403
295.21; 1012.7302; 0.010334502892325; 485775.18577586
296.23; 1003.1601; 0.010236843884891; 486796.35942437
297.24; 990.3448; 0.010106068921415; 487804.48769494
298.26; 975.36292; 0.009953184883601; 488797.36506165
299.28; 959.07652; 0.009786988745769; 489773.6635761
300.3; 941.99389; 0.009612667402194; 490732.5727092
301.32; 924.24054; 0.009431501631761; 491673.40969704
302.33; 905.65014; 0.009241794103962; 492595.32245742
303.35; 885.94731; 0.009040734677056; 493497.17858646
304.37; 864.96154; 0.008826583365322; 494377.67210706
305.39; 842.79871; 0.00860042063142; 495235.60483028
306.41; 819.90988; 0.008366849360575; 496070.2377048
307.42; 797.03168; 0.00813338656459; 496881.58155684
308.44; 775.01717; 0.007908737376417; 497670.51559306
309.46; 754.61293; 0.007700520343592; 498438.67899657
310.48; 736.25559; 0.007513191099016; 499188.15541656
311.49; 719.95268; 0.007346826483299; 499921.03617715
312.51; 705.28315; 0.007197129851152; 500638.98399427
313.53; 691.51378; 0.007056618988446; 501342.91518427
314.55; 677.79324; 0.006916606416179; 502032.87945267
315.57; 663.36678; 0.006769390215264; 502708.15821419
316.58; 647.75512; 0.006610079526766; 503367.54497205
317.6; 630.8578; 0.006437649196939; 504009.73099139
318.62; 612.96622; 0.006255072845154; 504633.70414985
319.64; 594.69388; 0.006068610991267; 505239.07685772
320.66; 576.84721; 0.005886492927904; 505826.28242318
321.67; 560.26585; 0.005717286842335; 506396.60888527
322.69; 545.66122; 0.00556825248849; 506952.06846266
323.71; 533.47865; 0.005443934279257; 507495.12670855
324.73; 523.80552; 0.005345223892262; 508028.33812726
325.75; 516.34391; 0.005269081174166; 508553.95394724
326.76; 510.45971; 0.005209035288382; 509073.57990584
327.78; 505.30806; 0.005156464779647; 509587.96170636
328.8; 500.01739; 0.005102475627929; 510096.95783676
329.82; 493.89572; 0.005040006456652; 510599.72236471
330.84; 486.60954; 0.004965653930892; 511095.06987921
331.85; 478.28535; 0.004880708932084; 511581.9437233
332.87; 469.49887; 0.004791046450435; 512059.87331461
333.89; 461.14636; 0.004705812457459; 512529.30041362
334.91; 454.22611; 0.004635194099637; 512991.68299013
335.93; 449.58654; 0.004587849160596; 513449.34268779
336.94; 447.70932; 0.004568692888255; 513905.09145983
337.96; 448.587; 0.00457764925837; 514361.73366485
338.98; 451.72803; 0.004609702201612; 514821.57330152
340; 456.28586; 0.004656213016948; 515286.05261972
341.02; 461.2747; 0.004707122115353; 515755.61036447
342.03; 465.81302; 0.004753433839015; 516229.7879161
343.05; 469.33176; 0.00478934116034; 516707.54739186
344.07; 471.69683; 0.004813475745006; 517187.71440664
345.09; 473.21927; 0.004829011630658; 517669.43120111
346.11; 474.55466; 0.004842638746565; 518152.50736266
347.12; 476.5187; 0.00486268098196; 518637.58283385
348.14; 479.86457; 0.004896824234716; 519126.06426239
349.16; 485.07674; 0.004950012325622; 519619.85145515
350.18; 492.23442; 0.005023053560753; 520120.9248588
351.2; 500.98491; 0.00511234877898; 520630.9058823
352.21; 510.64266; 0.005210902219282; 521150.71807552
353.23; 520.39743; 0.005310445709522; 521680.4602003
354.25; 529.58071; 0.005404157374999; 522219.55050794
355.27; 537.91427; 0.005489197990874; 522767.12402468
356.28; 545.65917; 0.005568231569068; 523322.58151687
357.3; 553.60479; 0.005649313413839; 523886.12730466
358.32; 562.88373; 0.005744001251002; 524459.11865248
359.34; 574.65719; 0.005864144657827; 525044.09487028
360.36; 589.7663; 0.006018327026434; 525644.4515186
361.37; 608.46693; 0.006209159406887; 526263.84459191
362.39; 630.34485; 0.006432414749246; 526905.50844728
363.41; 654.44903; 0.006678388176253; 527571.70931706
364.43; 679.60023; 0.006935046019719; 528263.51302913
365.45; 704.76309; 0.007191822848779; 528980.93144763
366.46; 729.33945; 0.007442614682085; 529723.36753465
367.48; 753.26643; 0.007686779854621; 530490.16025369
368.5; 776.87735; 0.007927719762437; 531280.98786942
369.52; 800.57972; 0.008169592880588; 532095.94347934
370.54; 824.48352; 0.00841352151058; 532935.2321213
371.55; 848.13988; 0.008654925115254; 533798.60191834
372.57; 870.51159; 0.008883219385239; 534684.74515024
373.59; 890.2044; 0.009084176562089; 535590.93481518
374.61; 905.87964; 0.009244136058822; 536513.08119908
375.63; 916.68843; 0.009354435397696; 537446.23046423
376.64; 922.55179; 0.009414268619692; 538385.34837266
377.66; 924.16798; 0.00943076118625; 539326.11149743
378.68; 922.73717; 0.009416160347761; 540265.41811578
379.7; 919.50909; 0.009383219094408; 541201.438688
380.72; 915.33384; 0.009340612353539; 542133.20903747
381.73; 910.39596; 0.009290223281364; 543059.95284238
382.75; 904.23698; 0.009227373376598; 543980.42706397
383.77; 896.05146; 0.009143843449165; 544892.56878797
384.79; 885.12709; 0.009032364663046; 545793.58996643
385.81; 871.23783; 0.008890630371285; 546680.47248396
386.82; 854.81907; 0.008723083553082; 547550.64140924
387.84; 836.84487; 0.008539664097547; 548402.51337768
388.86; 818.45493; 0.008352002183131; 549235.66518239
389.88; 800.48695; 0.008168646200185; 550050.52635126
390.9; 783.11523; 0.007991374809854; 550847.70386652
391.91; 765.75827; 0.007814254039364; 551627.21273851
392.93; 747.3115; 0.007626012197738; 552387.94360031
393.95; 726.63051; 0.007414971042876; 553127.6221064
394.97; 703.08544; 0.007174703107729; 553843.33274479
395.99; 676.97286; 0.006908234769433; 554532.46190317
397; 649.61872; 0.006629096812506; 555193.74572945
398.02; 623.11741; 0.006358661641474; 555828.05236572
399.04; 599.78403; 0.006120553917327; 556438.60663104
400.06; 581.50025; 0.005933975322857; 557030.5487954
401.07; 569.17131; 0.005808163466857; 557609.94063049
402.09; 562.47212; 0.005739800937102; 558182.51297677
403.11; 559.9607; 0.005714172909762; 558752.52880535
404.13; 559.51567; 0.005709631558253; 559322.09161366
405.15; 558.95329; 0.005703892697363; 559891.08193872
406.16; 556.63138; 0.005680198543076; 560457.70866231
407.18; 551.86385; 0.005631547823887; 561019.48225258
408.2; 545.03912; 0.005561904209107; 561574.30856221
409.22; 537.43179; 0.005484274477232; 562121.39093329
410.24; 530.78654; 0.005416462383404; 562661.70872274
411.25; 526.8101; 0.005375884418333; 563197.97867546
412.27; 526.7187; 0.005374951718228; 563734.15558023
413.29; 530.95702; 0.005418202062988; 564274.64691861
414.31; 539.14619; 0.005501769237197; 564823.47447729
415.33; 550.25136; 0.005615093014334; 565383.60661633
416.34; 562.9052; 0.005744220343685; 565956.61981443
417.36; 575.79234; 0.005875728405362; 566542.75156922
418.38; 587.99666; 0.006000268564566; 567141.30679972
419.4; 599.23335; 0.006114934450214; 567751.30048809
420.42; 609.9223; 0.006224010870263; 568372.17506915
421.43; 621.09794; 0.006338053765304; 569004.42597145
422.45; 634.18365; 0.006471588153676; 569649.99756591
423.47; 650.68205; 0.006639947665932; 570312.3638106
424.49; 671.84261; 0.00685588263906; 570996.27059857
425.51; 698.36796; 0.007126563128587; 571707.17905006
426.52; 730.21103; 0.007451508804163; 572450.50236739
427.54; 766.5014; 0.007821837381043; 573230.76771442
428.56; 805.62074; 0.00822103445483; 574050.85486549
429.58; 845.4257; 0.008627228003959; 574911.4617495
430.6; 883.59256; 0.009016705403825; 575810.92084789
431.61; 918.03328; 0.009368159049083; 576745.43911252
432.63; 947.31153; 0.009666931771875; 577709.76136938
433.65; 970.97591; 0.009908417217411; 578698.17295011
434.67; 989.73222; 0.010099817789789; 579705.67764444
435.69; 1005.4001; 0.010259702180693; 580729.13157801
436.7; 1020.641; 0.010415229413051; 581768.10006395
437.72; 1038.4943; 0.010597415132888; 582825.24248456
438.74; 1061.8072; 0.010835313866903; 583906.11639673
439.76; 1092.6713; 0.0111502695488; 585018.40866664
440.78; 1131.9849; 0.011551448967472; 586170.72042683
441.79; 1179.2278; 0.012033543691903; 587371.12346239
442.81; 1232.4898; 0.012577060902164; 588625.74488575
443.83; 1288.7298; 0.013150967400325; 589937.61616536
444.85; 1344.1972; 0.013716989827354; 591305.95094512
445.87; 1394.9179; 0.014234574096936; 592725.91715491
446.88; 1437.1483; 0.014665518282213; 594188.87211059
447.9; 1467.7318; 0.014977610554377; 595682.95976636
448.92; 1484.3262; 0.015146949707882; 597193.93974067
449.94; 1485.5108; 0.015159038072706; 598706.12558247
450.95; 1470.8036; 0.015008957033415; 600203.34018338
451.97; 1440.6207; 0.014700952722544; 601669.82986708
452.99; 1396.1989; 0.014247646184848; 603091.10011547
454.01; 1339.4867; 0.013668921076295; 604454.63975821
455.03; 1272.9937; 0.012990386851859; 605750.49241703
456.04; 1199.5933; 0.012241365398665; 606971.62667252
457.06; 1122.283; 0.011452444994241; 608114.06235628
458.08; 1043.9274; 0.010652857725263; 609176.73543814
459.1; 967.02402; 0.009868089775181; 610161.12416281
460.12; 893.53283; 0.009118141846685; 611070.70202492
461.13; 824.80074; 0.008416758612631; 611910.31358342
462.15; 761.58631; 0.007771680871618; 612685.57558778
463.17; 704.16569; 0.007185726622925; 613402.38587445
464.19; 652.481; 0.006658305224518; 614066.58338002
465.21; 606.2881; 0.006186925326244; 614683.75849902
466.22; 565.26976; 0.005768349724007; 615259.17872411
467.24; 529.09997; 0.005399251617355; 615797.77965841
468.26; 497.46454; 0.005076424824162; 616304.17709026
469.28; 470.05695; 0.00479674143156; 616782.67478286
470.3; 446.56994; 0.004557065975277; 617237.26371048
471.31; 426.69582; 0.004354258603064; 617671.62163868
472.33; 410.13631; 0.004185275487926; 618089.12270093
473.35; 396.61278; 0.004047273323184; 618492.85739415
474.37; 385.86528; 0.00393759942402; 618885.65159941
475.39; 377.63433; 0.003853605901775; 619270.06705405
476.4; 371.6296; 0.003792330055995; 619648.36995222
477.42; 367.49899; 0.003750178848307; 620022.4680645
478.44; 364.81483; 0.003722788078995; 620393.83381516
479.46; 363.0892; 0.003705178721412; 620763.44294979
480.48; 361.81944; 0.003692221333164; 621131.75953139
481.49; 360.55278; 0.003679295579164; 621498.78670384
482.51; 358.95077; 0.003662947713781; 621864.18310259
483.53; 356.83385; 0.003641345399697; 622227.42456604
484.55; 354.19269; 0.003614393428028; 622587.97743615
485.57; 351.16423; 0.003583489216196; 622945.4474676
486.58; 347.98056; 0.003551001148966; 623299.67665881
487.6; 344.9047; 0.003519613239268; 623650.77476002
488.62; 342.16805; 0.003491686830694; 623999.08707395
489.64; 339.92025; 0.003468748939041; 624345.11122214
490.66; 338.19749; 0.00345116886865; 624689.38167384
491.67; 336.91204; 0.003438051370285; 625032.34359008
492.69; 335.86455; 0.003427362157665; 625374.23921377
493.71; 334.78058; 0.00341630068137; 625715.03140176
494.73; 333.37042; 0.003401910567795; 626054.38809869
495.74; 331.40595; 0.003381863944423; 626391.74505323
496.76; 328.7999; 0.003355270256131; 626726.44916589
497.78; 325.66535; 0.003323283438674; 627057.9624362
498.8; 322.33183; 0.003289266212683; 627386.08232954
499.82; 319.30186; 0.00325834659191; 627711.11784276
500.83; 317.14794; 0.003236366707762; 628033.96076117
501.85; 316.37115; 0.003228439879371; 628356.01294107
502.87; 317.25942; 0.003237504316162; 628678.96934028
503.89; 319.78971; 0.003263324904235; 629004.50146237
504.91; 323.60874; 0.003302296563795; 629333.92119672
505.92; 328.10403; 0.003348169183676; 629667.916936
