#Wavenumber (cm^-1);   Spectrum (K*cm*km*mol^-1);  Spectrum (normalised);   Integral (K*km*mol^-1)
258.56; 286.39236; 0.005166208989191; 109640.91990491
259.58; 284.67644; 0.005135255644874; 109930.70823779
260.6; 283.58965; 0.005115651126558; 110219.39026599
261.61; 282.84818; 0.005102275808238; 110507.31750674
262.63; 282.20611; 0.005090693558608; 110794.59115017
263.65; 281.5085; 0.005078109427338; 111081.15465392
264.67; 280.72273; 0.005063934984845; 111366.91827623
265.69; 279.93736; 0.005049767757919; 111651.88242806
266.7; 279.32704; 0.005038758244012; 111936.22530363
267.72; 279.09227; 0.005034523246667; 112220.32919569
268.74; 279.39064; 0.00503990551935; 112504.73680629
269.76; 280.27933; 0.005055936527533; 112790.0490702
270.78; 281.68666; 0.005081323241399; 113076.7939318
271.79; 283.42271; 0.005112639709184; 113365.30601636
272.81; 285.22889; 0.005145221246457; 113655.65671731
273.83; 286.8543; 0.005174541888087; 113947.66201395
274.85; 288.13761; 0.005197691415043; 114240.97367117
275.87; 289.06937; 0.005214499359528; 114535.23381956
276.88; 289.81289; 0.005227911657634; 114830.25083834
277.9; 290.6732; 0.005243430721256; 115126.14360986
278.92; 292.01931; 0.005267713092414; 115423.40666392
279.94; 294.18142; 0.00530671522263; 115722.87065374
280.96; 297.35506; 0.005363964262012; 116025.56527038
281.97; 301.54458; 0.005439538679865; 116332.52464061
282.99; 306.56694; 0.005530136632195; 116644.59655936
284.01; 312.11651; 0.005630244883756; 116962.31769354
285.03; 317.86954; 0.005734023334065; 117285.89516891
286.05; 323.59134; 0.005837238428889; 117615.29718931
287.06; 329.20605; 0.005938521735727; 117950.41474596
288.08; 334.80159; 0.006039459236459; 118291.22831691
289.1; 340.56533; 0.006143430883606; 118637.90912461
290.12; 346.67247; 0.006253597096022; 118990.80674262
291.14; 353.16763; 0.006370762770338; 119350.31614577
292.15; 359.88402; 0.006491919195017; 119716.66254709
293.17; 366.43201; 0.006610037865498; 120089.67452563
294.19; 372.26358; 0.006715233092616; 120468.62278954
295.21; 376.79209; 0.0067969225241; 120852.18087703
296.23; 379.52729; 0.006846262579216; 121238.52328437
297.24; 380.18126; 0.006858059491999; 121625.53139803
298.26; 378.71293; 0.006831572403987; 122011.04481616
299.28; 375.30235; 0.006770049222802; 122393.08641207
300.3; 370.27025; 0.006679275571387; 122770.00554928
301.32; 363.97589; 0.006565732112291; 123140.51729882
302.33; 356.72951; 0.006435015240182; 123503.65254281
303.35; 348.74573; 0.00629099646816; 123858.66064338
304.37; 340.14586; 0.00613586409766; 124204.91444706
305.39; 330.99828; 0.00597085163006; 124541.85641432
306.41; 321.37424; 0.00579724433844; 124869.00152039
307.42; 311.39457; 0.005617221865553; 125185.98775528
308.44; 301.25067; 0.005434236860766; 125492.64794256
309.46; 291.19503; 0.005252843971095; 125789.07191995
310.48; 281.50799; 0.005078100227489; 126075.63490559
311.49; 272.45369; 0.004914770430385; 126352.98100889
312.51; 264.23829; 0.004766573483617; 126621.96418685
313.53; 256.97947; 0.004635632207338; 126883.55820271
314.55; 250.69142; 0.004522202573829; 127138.75125392
315.57; 245.28567; 0.004424688679802; 127388.44148601
316.58; 240.58725; 0.004339934255351; 127633.3489265
317.6; 236.36529; 0.00426377465492; 127873.9585894
318.62; 232.37639; 0.004191819205281; 128110.50772969
319.64; 228.41597; 0.004120377504095; 128343.02533531
320.66; 224.36811; 0.004047358479709; 128571.4223925
321.67; 220.24085; 0.003972907165041; 128795.618079
322.69; 216.17371; 0.003899540350269; 129015.67358785
323.71; 212.40949; 0.003831637885269; 129231.89727954
324.73; 209.23269; 0.003774331842898; 129444.88712703
325.75; 206.88833; 0.003732042119436; 129655.49052078
326.76; 205.50367; 0.003707064347896; 129864.68439394
327.78; 205.0371; 0.003698647928798; 130073.4033155
328.8; 205.27188; 0.003702883106533; 130282.36123156
329.82; 205.85948; 0.003713482776168; 130491.91729501
330.84; 206.40193; 0.003723267988547; 130702.02555443
331.85; 206.55076; 0.003725952721072; 130912.28531477
332.87; 206.0948; 0.00371772769492; 131122.08092302
333.89; 205.0128; 0.003698209583032; 131330.7751051
334.91; 203.47683; 0.003670502342444; 131537.90573482
335.93; 201.8059; 0.003640360569157; 131743.33542854
336.94; 200.38233; 0.003614680903223; 131947.31599036
337.96; 199.5524; 0.003599709862004; 132150.45172031
338.98; 199.53678; 0.003599428094067; 132353.57155622
340; 200.37459; 0.003614541281979; 132557.54424076
341.02; 201.91785; 0.003642380026297; 132763.08790326
342.03; 203.88217; 0.003677814238445; 132970.6311508
343.05; 205.94464; 0.003715018970631; 133180.27390575
344.07; 207.86575; 0.003749673721027; 133391.87227249
345.09; 209.60007; 0.003780958981479; 133605.23609584
346.11; 211.3574; 0.00381265931749; 133820.3888126
347.12; 213.58468; 0.00385283704415; 134037.80880405
348.14; 216.85958; 0.003911912704613; 134258.56249738
349.16; 221.71655; 0.003999527199896; 134484.2603741
350.18; 228.45433; 0.004121069477082; 134716.81702355
351.2; 236.99041; 0.004275051144849; 134958.0630336
352.21; 246.82279; 0.004452416665148; 135209.31798192
353.23; 257.13041; 0.004638355001985; 135471.06564146
354.25; 266.99728; 0.00481634268465; 135742.85734805
355.27; 275.69753; 0.004973285801981; 136023.50553545
356.28; 282.94771; 0.005104071221987; 136311.53409068
357.3; 289.03359; 0.005213853926956; 136605.75781742
358.32; 294.75551; 0.00531707118645; 136905.80620624
359.34; 301.19793; 0.005433285488103; 137212.41270494
360.36; 309.39481; 0.005581148354066; 137527.36327517
361.37; 320.00506; 0.005772545809387; 137853.11461622
362.39; 333.11474; 0.006009030283559; 138192.21104262
363.41; 348.23939; 0.006281862641197; 138546.70371572
364.43; 364.52594; 0.006575654420465; 138917.77539298
365.45; 381.07676; 0.006874213345229; 139305.6950909
366.46; 397.26962; 0.007166315058043; 139710.09841733
367.48; 412.94695; 0.007449117166215; 140130.46058967
368.5; 428.39879; 0.007727851678224; 140566.55207264
369.52; 444.14629; 0.008011919577442; 141018.6738325
370.54; 460.61446; 0.008308987585435; 141487.5594792
371.55; 477.83015; 0.008619540047215; 141973.96995016
372.57; 495.27364; 0.008934201775066; 142478.13713876
373.59; 511.95203; 0.009235061924908; 142999.28221208
374.61; 526.67326; 0.009500617021273; 143535.41286766
375.63; 538.41788; 0.009712477286744; 144083.49903166
376.64; 546.66505; 0.009861247330014; 144639.98045964
377.66; 551.54706; 0.009949313519864; 145201.43156378
378.68; 553.77482; 0.009989499905205; 145765.15042914
379.7; 554.36815; 0.010000202937855; 146329.47328224
380.72; 554.30029; 0.009998978816715; 146893.72705437
381.73; 554.19522; 0.009997083467347; 147457.87386998
382.75; 554.18821; 0.009996957014515; 148022.01355034
383.77; 553.98693; 0.009993326140614; 148585.94833805
384.79; 553.08533; 0.009977062249969; 149148.96533634
385.81; 551.0214; 0.009939831180959; 149709.88134845
386.82; 547.55895; 0.009877372320972; 150267.27273379
387.84; 542.71582; 0.009790007484348; 150819.73401706
388.86; 536.63717; 0.009680355200774; 151366.00750418
389.88; 529.38761; 0.009549580964898; 151904.90124282
390.9; 520.77634; 0.009394242950706; 152435.02908718
391.91; 510.31771; 0.009205580556497; 152954.51049578
392.93; 497.36866; 0.008971993674111; 153460.81032762
393.95; 481.40356; 0.008684000505811; 153950.85838002
394.97; 462.31921; 0.00833973943501; 154421.47938957
395.99; 440.63992; 0.00794866844807; 154870.03181505
397; 417.52495; 0.00753169934387; 155295.05419329
398.02; 394.55533; 0.007117352196753; 155696.69449126
399.04; 373.36361; 0.006735076446239; 156076.76253568
400.06; 355.23238; 0.006408008631263; 156438.37377451
401.07; 340.80042; 0.006147671653406; 156785.29390047
402.09; 329.97393; 0.005952373461934; 157121.19311881
403.11; 322.06259; 0.005809661429307; 157449.03893291
404.13; 316.07801; 0.005701706066976; 157770.79270858
405.15; 311.07794; 0.005611510202182; 158087.45663192
406.16; 306.43354; 0.005527730240212; 158399.39275477
407.18; 301.93807; 0.005446636814659; 158706.75268443
408.2; 297.74386; 0.005370977794269; 159009.84308258
409.22; 294.1808; 0.005306704038499; 159309.30644211
410.24; 291.54798; 0.005259210808055; 159606.08970587
411.25; 289.96694; 0.005230690553324; 159901.2635364
412.27; 289.3471; 0.005219509308895; 160195.80639581
413.29; 289.45989; 0.005221543918728; 160490.46407438
414.31; 290.07283; 0.005232600694607; 160785.74569756
415.33; 291.07624; 0.005250701127739; 161082.0487533
416.34; 292.54825; 0.005277254598978; 161379.85025146
417.36; 294.73817; 0.00531675839157; 161679.88099065
418.38; 297.98699; 0.00537536359699; 161983.21889228
419.4; 302.62816; 0.005459085293247; 162291.28129672
420.42; 308.91297; 0.005572456480654; 162605.74136761
421.43; 316.98579; 0.005718081438149; 162928.41922827
422.45; 326.90581; 0.005897027889434; 163261.19523734
423.47; 338.68998; 0.006109601594208; 163605.96702436
424.49; 352.34603; 0.006355941993326; 163964.64007449
425.51; 367.87539; 0.006636074882445; 164339.12134652
426.52; 385.247; 0.006949439972696; 164731.28616887
427.54; 404.36049; 0.007294226697638; 165142.9077006
428.56; 425.02309; 0.007666957694583; 165575.56286456
429.58; 446.95502; 0.008062586034376; 166030.54378583
430.6; 469.82024; 0.008475049918203; 166508.80051231
431.61; 493.26349; 0.008897940839196; 167010.92145542
432.63; 516.93095; 0.009324876266535; 167537.13485223
433.65; 540.46318; 0.009749372290667; 168087.3030442
434.67; 563.46996; 0.010164389764067; 168660.89114678
435.69; 585.5152; 0.010562062093933; 169256.92034957
436.7; 606.14428; 0.010934188426265; 169873.94907503
437.72; 624.97077; 0.011273797981048; 170510.1423464
438.74; 641.80825; 0.011577527942739; 171163.47544619
439.76; 656.80094; 0.011847979884439; 171832.07046244
440.78; 670.48833; 0.012094885623323; 172514.598647
441.79; 683.74808; 0.012334077198282; 173210.62468407
442.81; 697.59758; 0.012583907226554; 173920.74891583
443.83; 712.88634; 0.012859699951421; 174646.43645229
444.85; 729.95962; 0.013167683490546; 175389.50384374
445.87; 748.39744; 0.013500281858132; 176151.34014486
446.88; 766.92179; 0.013834441133501; 176932.03343062
447.9; 783.51891; 0.014133835260281; 177729.62187327
448.92; 795.76038; 0.01435465816336; 178539.67160285
449.94; 801.24639; 0.01445361986114; 179355.30585336
450.95; 798.06005; 0.014396141727468; 180167.69654891
451.97; 785.12202; 0.014162753633986; 180966.91688993
452.99; 762.36881; 0.013752310289635; 181742.9754434
454.01; 730.731; 0.013181598352974; 182486.82807209
455.03; 691.94024; 0.01248185492054; 183191.1933777
456.04; 648.22935; 0.011693357654609; 183851.06287933
457.06; 602.00067; 0.010859442175249; 184463.87358037
458.08; 555.52607; 0.01002109056458; 185029.37514648
459.1; 510.71805; 0.009212802257896; 185549.26408304
460.12; 468.987; 0.008460019168157; 186026.67260707
461.13; 431.18295; 0.007778074918883; 186465.59824526
462.15; 397.61306; 0.00717251034487; 186870.35118516
463.17; 368.12415; 0.006640562244287; 187245.08568253
464.19; 342.23778; 0.006173600076052; 187593.46897544
465.21; 319.31907; 0.005760171290373; 187918.52201238
466.22; 298.75113; 0.005389147857635; 188222.63777369
467.24; 280.08017; 0.005052343896143; 188507.74730567
468.26; 263.09776; 0.004745999553717; 188775.56947168
469.28; 247.84006; 0.004470767117718; 189027.85995411
470.3; 234.50709; 0.004230254733007; 189266.57804932
471.31; 223.33004; 0.004028632817595; 189493.918394
472.33; 214.4321; 0.003868123586087; 189712.20102112
473.35; 207.73019; 0.003747228364976; 189923.66139377
474.37; 202.90994; 0.003660276258851; 190130.21495491
475.39; 199.47943; 0.003598393561981; 190333.27640761
476.4; 196.87931; 0.003551490204235; 190533.69105147
477.42; 194.60814; 0.003510520749358; 190731.7937371
478.44; 192.31974; 0.003469240483883; 190927.5669377
479.46; 189.86329; 0.003424928777832; 191120.83957793
480.48; 187.26021; 0.003377972024881; 191311.46239354
481.49; 184.63546; 0.003330624368525; 191499.41332395
482.51; 182.13432; 0.003285506503121; 191684.81820161
483.53; 179.85599; 0.003244407889574; 191867.90383593
484.55; 177.82333; 0.003207740897606; 192048.9203112
485.57; 175.99076; 0.003174683313223; 192228.07131141
486.58; 174.2772; 0.003143772540758; 192405.47798286
487.6; 172.60418; 0.003113593066128; 192581.18159392
488.62; 170.92208; 0.003083249798099; 192755.17289763
489.64; 169.21701; 0.003052492176069; 192927.42851108
490.66; 167.5018; 0.003021551639386; 193097.93811296
491.67; 165.80147; 0.002990879521839; 193266.71685062
492.69; 164.14401; 0.00296098073281; 193433.80837462
493.71; 162.56202; 0.002932443341104; 193599.28949976
494.73; 161.1028; 0.002906120587658; 193763.28519511
495.74; 159.83881; 0.002883319572644; 193925.99420234
496.76; 158.86881; 0.002865821819842; 194087.71579503
497.78; 158.30381; 0.002855629829808; 194248.8622404
498.8; 158.239; 0.002854460727376; 194409.94271384
499.82; 158.71996; 0.002863136726538; 194571.51278753
500.83; 159.71534; 0.00288109230714; 194734.09610771
501.85; 161.10763; 0.002906207715643; 194898.0967223
502.87; 162.7087; 0.00293508928995; 195063.72715323
503.89; 164.29856; 0.002963768647959; 195230.97599866
504.91; 165.67849; 0.002988661095406; 195399.62955322
505.92; 166.7238; 0.003007517359304; 195569.34718653
506.94; 167.42075; 0.003020089584887; 195739.77428096
507.96; 167.87533; 0.003028289717328; 195910.66412414
508.98; 168.28908; 0.00303575332065; 196081.97514542
510; 168.90605; 0.003046882793377; 196253.91421291
511.01; 169.94389; 0.00306560430654; 196426.90975721
512.03; 171.52727; 0.003094166772345; 196601.51711752
513.05; 173.64256; 0.003132324320307; 196778.27775291
514.07; 176.1279; 0.003177157170769; 196957.56835304
515.09; 178.70372; 0.003223622182749; 197139.48102587
516.1; 181.03783; 0.003265727007276; 197323.76972834
517.12; 182.82945; 0.003298045897868; 197509.88221641
