#Wavenumber (cm^-1);  Spectrum at 400.00 K (cm*km*mol^-1);  Integral (km*mol^-1)
0.00; 0.0068323556; 0.0069550432121606
1.02; 0.0071249157; 0.014207899991695
2.04; 0.0079681061; 0.02231908814459
3.05; 0.0092679604; 0.031753471936951
4.07; 0.010895894; 0.042845021977512
5.09; 0.012719554; 0.055792979576769
6.11; 0.01462866; 0.070684324018376
7.13; 0.016547849; 0.087529319827732
8.14; 0.018434749; 0.1062950984462
9.16; 0.020267932; 0.12692697863079
10.18; 0.022033231; 0.14935585669054
11.20; 0.023716449; 0.17349817835169
12.22; 0.025306245; 0.19925884333977
13.23; 0.02680504; 0.22654521787289
14.25; 0.028241152; 0.25529349245427
15.27; 0.029674081; 0.28550042631188
16.29; 0.031187664; 0.3172481221982
17.31; 0.032871207; 0.3507095927236
18.32; 0.034794295; 0.38612868330024
19.34; 0.036984234; 0.42377703748997
20.36; 0.039414663; 0.46389946408112
21.38; 0.042009997; 0.50666382816746
22.40; 0.044664846; 0.55213071379569
23.41; 0.047272575; 0.60025215566316
24.43; 0.049754489; 0.65090007817099
25.45; 0.05208141; 0.70391670602777
26.47; 0.05428207; 0.75917351081597
27.48; 0.056436374; 0.81662330402914
28.50; 0.058655106; 0.87633167135007
29.52; 0.061050229; 0.93847817026716
30.54; 0.063701623; 1.0033236732404
31.56; 0.06662722; 1.0711473079379
32.57; 0.069764013; 1.1421640622403
33.59; 0.072966941; 1.2164412599988
34.61; 0.076030413; 1.2938369394584
35.63; 0.078732561; 1.3739832891977
36.65; 0.080895789; 1.4563317120029
37.66; 0.082450193; 1.5402624507376
38.68; 0.08348176; 1.6252432796979
39.70; 0.084247283; 1.71100337797
40.72; 0.085144042; 1.7976763389141
41.74; 0.08663372; 1.8858657271051
42.75; 0.089133773; 1.9766000620486
43.77; 0.092901335; 2.0711696127196
44.79; 0.097940425; 2.1708687391726
45.81; 0.10396048; 2.2766960263446
46.83; 0.1104031; 2.3890816163634
47.84; 0.11653707; 2.5077113252016
48.86; 0.12160434; 2.6314992975774
49.88; 0.1249853; 2.7587289392888
50.90; 0.12634548; 2.8873431870231
51.92; 0.12572812; 3.0153289848406
52.93; 0.12356782; 3.1411156946347
53.95; 0.12061761; 3.2638992204403
54.97; 0.11780089; 3.3838154454814
55.99; 0.1160179; 3.5019166620261
57.01; 0.11594877; 3.6199475025885
58.02; 0.11789898; 3.7399635815464
59.04; 0.12172637; 3.8638757738274
60.06; 0.12687119; 3.9930251712143
61.08; 0.13248651; 4.1278907208684
62.10; 0.13763938; 4.2680016739891
63.11; 0.14153292; 4.4120760787066
64.13; 0.14369117; 4.5583474870476
65.15; 0.1440573; 4.7049916009702
66.17; 0.14297934; 4.8505383987214
67.19; 0.14109042; 4.9941623538674
68.20; 0.1391217; 5.1357822457252
69.22; 0.13770558; 5.2759605887258
70.24; 0.13722696; 5.415651712371
