#Wavenumber (cm^-1);  Spectrum at 400.00 K (cm*km*mol^-1);  Integral (km*mol^-1)
0.00; 0.004587068; 0.0046694372754211
1.02; 0.0047958422; 0.0095513976441593
2.04; 0.0054117877; 0.015060363997855
3.05; 0.0064022532; 0.021577581448126
4.07; 0.0077092391; 0.029425254195198
5.09; 0.0092484725; 0.038839800126905
6.11; 0.010914593; 0.04995038515334
7.13; 0.012594432; 0.062770973898713
8.14; 0.014186866; 0.077212591045986
9.16; 0.015624212; 0.093117364542833
10.18; 0.016888205; 0.11030882849266
11.20; 0.018014255; 0.12864656322569
12.22; 0.019081006; 0.14807020362738
13.23; 0.020187015; 0.16861971328558
14.25; 0.021421; 0.19042536674536
15.27; 0.022834675; 0.2136700801329
16.29; 0.024426765; 0.2385354727533
17.31; 0.02614335; 0.26514827442146
18.32; 0.027894377; 0.29354354605611
19.34; 0.029580937; 0.32365566330276
20.36; 0.031124449; 0.35533900901157
21.38; 0.032488503; 0.38841090315784
22.40; 0.033686812; 0.42270262421441
23.41; 0.03477549; 0.45810257228786
24.43; 0.035833057; 0.49457907802646
25.45; 0.036935325; 0.53217764473417
26.47; 0.038133455; 0.57099585612279
27.48; 0.039441766; 0.61114587209776
28.50; 0.04083805; 0.6527172451762
29.52; 0.042274735; 0.69575110081994
30.54; 0.04369582; 0.74023156026072
31.56; 0.045053269; 0.78609384399
32.57; 0.046317703; 0.83324326671062
33.59; 0.047481254; 0.88157713407413
34.61; 0.048553835; 0.93100284336788
35.63; 0.049556544; 0.9814492663864
36.65; 0.050516363; 1.0328727442251
37.66; 0.051464738; 1.0852616271117
38.68; 0.052439675; 1.1386429530434
39.70; 0.053488286; 1.1930917197281
40.72; 0.054665505; 1.248738844634
41.74; 0.056025808; 1.305770699389
42.75; 0.057608001; 1.3644131585602
43.77; 0.059417135; 1.4248972382787
44.79; 0.06141061; 1.4874105894829
45.81; 0.063495914; 1.5520466901306
46.83; 0.065544551; 1.6187682143785
47.84; 0.067421223; 1.6874001099835
48.86; 0.069021178; 1.7576606904672
49.88; 0.070304206; 1.8292273382869
50.90; 0.071313173; 1.9018210707311
51.92; 0.072168829; 1.975285824158
52.93; 0.073040033; 2.0496374261412
53.95; 0.074096924; 2.1250648978313
54.97; 0.075460953; 2.2018808914372
55.99; 0.07716754; 2.2804341171917
57.01; 0.079153553; 2.3610090188416
58.02; 0.081273853; 2.4437422939119
59.04; 0.083341646; 2.5285804933662
60.06; 0.08517964; 2.615289691558
61.08; 0.086665776; 2.7035117115522
62.10; 0.087759737; 2.7928473371158
63.11; 0.088503457; 2.8829400373658
64.13; 0.0889978; 2.9735359573746
65.15; 0.089365255; 3.0645059309689
66.17; 0.089712128; 3.1558290056525
67.19; 0.090102382; 3.2475493428805
68.20; 0.090549853; 3.3397251862597
69.22; 0.091028324; 3.4323880920166
70.24; 0.091492864; 3.5255238793239
71.26; 0.091902907; 3.6190770725015
72.27; 0.092238598; 3.7129719849934
