#Wavenumber (cm^-1);  Spectrum at 400.00 K (cm*km*mol^-1);  Integral (km*mol^-1)
0.00; 0.0030915071; 0.0031470208703543
1.02; 0.0031854826; 0.0063897046692525
2.04; 0.0034610386; 0.0099128925894551
3.05; 0.0038999419; 0.01388286519564
4.07; 0.004474612; 0.018437827120426
5.09; 0.0051519167; 0.023682256025756
6.11; 0.0058976511; 0.029685810354518
7.13; 0.0066808974; 0.036486675610714
8.14; 0.0074773792; 0.044098324959583
9.16; 0.0082710325; 0.052517879175253
10.18; 0.0090533754; 0.061733824652192
11.20; 0.0098208284; 0.07173100420004
12.22; 0.010570792; 0.082491614710952
13.23; 0.011297804; 0.093992291543304
14.25; 0.011991247; 0.10619886387765
15.27; 0.012635751; 0.11906151332846
16.29; 0.013214562; 0.13251336727105
17.31; 0.013715095; 0.14647474261355
18.32; 0.014134881; 0.16086344183582
19.34; 0.014485662; 0.17560922021527
20.36; 0.014793727; 0.1906685960875
21.38; 0.015095701; 0.20603536799442
22.40; 0.015430559; 0.22174301072369
23.41; 0.015830185; 0.23785745555685
24.43; 0.016311556; 0.25446191568946
25.45; 0.016873374; 0.27163828263114
26.47; 0.017498564; 0.28945106558474
27.48; 0.018161982; 0.30793917995372
28.50; 0.018840678; 0.32711817740681
29.52; 0.019522874; 0.34699162075173
30.54; 0.020212087; 0.36756665361846
31.56; 0.020924448; 0.38886683900498
32.57; 0.02167981; 0.41093594979128
33.59; 0.02248977; 0.43382956507599
34.61; 0.023347235; 0.45759604245694
35.63; 0.024222015; 0.4822530084389
36.65; 0.025065074; 0.50776817236765
37.66; 0.02582101; 0.53405284659223
38.68; 0.026445216; 0.5609729350589
39.70; 0.026920059; 0.58837639306319
40.72; 0.0272642; 0.61613017215096
41.74; 0.027531022; 0.64415556418437
42.75; 0.027795546; 0.67245023034816
43.77; 0.028133098; 0.70108850988337
44.79; 0.028595981; 0.73019798447258
45.81; 0.029195526; 0.75991777001997
46.83; 0.029895586; 0.79035018686841
47.84; 0.030620187; 0.82152021591394
48.86; 0.031273625; 0.85335541630479
49.88; 0.031767274; 0.88569313062753
50.90; 0.032045017; 0.91831357479728
51.92; 0.03209941; 0.95098938922412
52.93; 0.031973496; 0.98353702801937
53.95; 0.031747641; 1.0158547570947
54.97; 0.031515649; 1.0479363280992
55.99; 0.031357856; 1.0798572725217
57.01; 0.031319968; 1.1117396485854
58.02; 0.031404406; 1.1437079791599
59.04; 0.031576646; 1.1758516426117
60.06; 0.031783802; 1.2082061814767
61.08; 0.031978382; 1.2407587948198
62.10; 0.032138311; 1.2734742085082
63.11; 0.032275689; 1.3063294669957
64.13; 0.032431016; 1.3393428421896
65.15; 0.032655162; 1.3725843876528
66.17; 0.032986247; 1.4061629635167
67.19; 0.033430898; 1.4401941755065
68.20; 0.033957996; 1.4747619502976
69.22; 0.034508471; 1.5098900841788
70.24; 0.035018456; 1.5455373615826
71.26; 0.035447539; 1.5816214265673
72.27; 0.03580112; 1.6180654216695
73.29; 0.036137297; 1.6548516308499
74.31; 0.0365538; 1.6920618218479
75.33; 0.037157684; 1.7298867404514
76.35; 0.038027097; 1.7685966842285
77.36; 0.039177971; 1.8084781679297
78.38; 0.040547554; 1.8497538280569
79.40; 0.042001497; 1.8925095398946
80.42; 0.04336347; 1.9366516809037
81.44; 0.044458751; 1.9819087711337
82.45; 0.045158574; 2.0278782507324
83.47; 0.045411755; 2.0741054579221
84.49; 0.045254413; 2.1201724974323
85.51; 0.044795706; 2.1657725929864
86.53; 0.044185059; 2.210751076446
87.54; 0.04357168; 2.2551051668827
88.56; 0.043068694; 2.2989472387376
89.58; 0.042731679; 2.3424462439199
90.60; 0.042556002; 2.3857664179905
91.62; 0.04249112; 2.429020544676
92.63; 0.042465142; 2.4722482270809
93.65; 0.042410848; 2.5154206401537
94.67; 0.042285315; 2.5584652663717
95.69; 0.042078634; 2.6012994998993
96.71; 0.041811312; 2.6438616108133
97.72; 0.041523464; 2.6861307054715
98.74; 0.041260651; 2.7281322673386
99.76; 0.041061038; 2.7699306323721
100.78; 0.040946959; 2.8116128694651
101.80; 0.040921766; 2.853269461133
102.81; 0.040971129; 2.8949763024834
103.83; 0.041067068; 2.9367808054811
104.85; 0.041173148; 2.9786932936402
105.87; 0.041249968; 3.0206839809702
106.89; 0.041260754; 3.0626856482317
107.90; 0.041177136; 3.1046021957441
108.92; 0.040984812; 3.1463229656435
109.94; 0.040688126; 3.1877417218039
110.96; 0.040311964; 3.2287775613688
111.98; 0.039899369; 3.2693933977673
112.99; 0.039504075; 3.309606841027
114.01; 0.039178658; 3.3494890237626
115.03; 0.038960775; 3.3891494116991
116.05; 0.038861207; 3.4287084434419
117.07; 0.038857684; 3.4682638892694
118.08; 0.038897359; 3.5078597226332
119.10; 0.038908461; 3.5474668568098
120.12; 0.038818839; 3.5869827596063
121.14; 0.038576633; 3.6262521069161
122.15; 0.038167102; 3.665104569705
123.17; 0.037620286; 3.7034003970349
124.19; 0.037006543; 3.7410714611109
125.21; 0.036420533; 3.7781459921368
126.23; 0.035957684; 3.8147493630919
127.24; 0.035689592; 3.8510798280303
128.26; 0.035645194; 3.8873650972756
129.28; 0.035802912; 3.9238109166673
130.30; 0.036095757; 3.9605548392574
131.32; 0.036427688; 3.9976366535039
132.33; 0.036696572; 4.0349921803054
133.35; 0.036817664; 4.0724709736679
134.37; 0.036741983; 4.1098727267485
135.39; 0.036465843; 4.1469933812241
136.41; 0.036030356; 4.1836707286495
137.42; 0.035512048; 4.2198204612574
138.44; 0.035007283; 4.2554563648718
139.46; 0.03461378; 4.2906916991237
140.48; 0.034412444; 4.3257220821333
141.50; 0.034452344; 4.3607930817807
