#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
0.00; 1.7529329; 1.7844100066632
1.02; 1.850316; 3.6679518557343
2.04; 2.1342398; 5.8405158777025
3.05; 2.5820234; 8.4689042553581
4.07; 3.1618674; 11.687548827449
5.09; 3.8398254; 15.596325393792
6.11; 4.5862934; 20.264974215098
7.13; 5.3802733; 25.741860282533
8.14; 6.2106408; 32.064024585986
9.16; 7.0748154; 39.265881384489
10.18; 7.9761016; 47.385208594724
11.20; 8.9212045; 56.466609842138
12.22; 9.9189616; 66.563684776397
13.23; 10.980409; 77.741267182201
14.25; 12.119379; 90.078272493766
15.27; 13.352352; 103.67039080369
16.29; 14.696482; 118.6307752847
17.31; 16.165585; 135.08664331576
18.32; 17.764942; 153.17058777853
19.34; 19.486629; 173.00713509916
20.36; 21.307266; 194.69701270711
21.38; 23.18948; 218.30290255012
22.40; 25.087199; 243.84058837427
23.41; 26.953672; 271.27826379213
24.43; 28.75025; 300.5447781169
25.45; 30.453848; 331.54548085448
26.47; 32.061557; 364.18276211891
27.48; 33.59174; 398.37770418042
28.50; 35.081675; 434.08933581189
29.52; 36.582162; 471.32839769995
30.54; 38.149461; 510.16290239102
31.56; 39.834865; 550.71307607545
32.57; 41.672533; 593.13391688681
33.59; 43.667185; 637.58522704392
34.61; 45.784577; 684.19195070643
35.63; 47.948665; 733.00162235016
36.65; 50.049091; 783.94943752155
37.66; 51.96055; 836.84303553988
38.68; 53.571825; 891.37684209799
39.70; 54.817985; 947.17918539685
40.72; 55.706089; 1003.8855797363
41.74; 56.324539; 1061.2215304129
42.75; 56.829799; 1119.071813911
43.77; 57.410974; 1177.5137080465
44.79; 58.240731; 1236.800258984
45.81; 59.427155; 1297.2945388605
46.83; 60.982765; 1359.3723617959
47.84; 62.822696; 1423.3231558084
48.86; 64.794911; 1489.2815791887
49.88; 66.734051; 1557.2139633251
50.90; 68.521442; 1626.9658348802
51.92; 70.130262; 1698.355415742
52.93; 71.638882; 1771.2807066524
53.95; 73.205868; 1845.8011213398
54.97; 75.013543; 1922.1616708118
55.99; 77.198604; 2000.7465185447
57.01; 79.79369; 2081.973051984
58.02; 82.70086; 2166.1589582845
59.04; 85.707555; 2253.4055511598
60.06; 88.541373; 2343.5368478747
61.08; 90.94686; 2436.1168266841
62.10; 92.760224; 2530.5427322826
63.11; 93.958615; 2626.1885479788
64.13; 94.669103; 2722.5576093663
65.15; 95.135437; 2819.4013792294
66.17; 95.653593; 2916.7726096552
67.19; 96.495793; 3015.0011633499
68.20; 97.84469; 3114.6028359611
69.22; 99.754692; 3216.1488073667
70.24; 102.14822; 3320.1312892287
71.26; 104.84444; 3426.8584054392
72.27; 107.60978; 3536.4005172876
73.29; 110.21568; 3648.5953230985
74.31; 112.48942; 3763.1047028072
75.33; 114.34784; 3879.5058710668
76.35; 115.80902; 3997.3944607154
77.36; 116.98228; 4116.4773703514
78.38; 118.04016; 4236.6371595012
79.40; 119.17861; 4357.9558446537
80.42; 120.57203; 4480.6929704443
81.44; 122.3306; 4605.220240226
82.45; 124.46725; 4731.9225290342
83.47; 126.88138; 4861.082298909
84.49; 129.36494; 4992.7702291164
85.51; 131.63366; 5126.7676184817
86.53; 133.38133; 5262.5440600578
87.54; 134.34939; 5399.3059397117
88.56; 134.39849; 5536.1178048575
89.58; 133.56553; 5672.081745917
90.60; 132.08974; 5806.5434053877
91.62; 130.3967; 5939.2816182853
92.63; 129.03729; 6070.6360116804
93.65; 128.59022; 6201.5353044711
94.67; 129.54635; 6333.4078953349
95.69; 132.20016; 6467.9819498826
96.71; 136.57425; 6607.0086476327
