#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
0.00; 25.318147; 25.77278080491
1.02; 26.459197; 52.707101108713
2.04; 29.806326; 83.048654382729
3.05; 35.139491; 118.81914002833
4.07; 42.11712; 161.69255095785
5.09; 50.309311; 212.90525890742
6.11; 59.237883; 273.20686756198
7.13; 68.421012; 342.85650515233
8.14; 77.421683; 421.66843733218
9.16; 85.898474; 509.10937710522
10.18; 93.653571; 604.44467121824
11.20; 100.66784; 706.92019100641
12.22; 107.10964; 815.9531858056
13.23; 113.30624; 931.29404740513
14.25; 119.67577; 1053.1188152241
15.27; 126.6314; 1182.0241186017
16.29; 134.48244; 1318.9214345631
17.31; 143.36298; 1464.8587648361
18.32; 153.21335; 1620.8233481946
19.34; 163.82235; 1787.5874298025
20.36; 174.91652; 1965.644897577
21.38; 186.264; 2155.2536118841
22.40; 197.75442; 2356.5590766591
23.41; 209.42637; 2569.7460867933
24.43; 221.43654; 2795.1589322846
25.45; 233.98984; 3033.3504928747
26.47; 247.26626; 3285.056871339
27.48; 261.37892; 3551.1293348724
28.50; 276.3789; 3832.4711322998
29.52; 292.29402; 4130.0138273016
30.54; 309.16564; 4444.7311058007
31.56; 327.0422; 4777.6459498785
32.57; 345.90624; 5129.7635749707
33.59; 365.54794; 5501.8756025872
34.61; 385.43582; 5894.2326373236
35.63; 404.65642; 6306.1554118446
36.65; 421.98485; 6735.7177831414
37.66; 436.10698; 7179.6558716192
38.68; 445.95422; 7633.6180244565
39.70; 451.05781; 8092.7754138676
40.72; 451.80421; 8552.6926071565
41.74; 449.49103; 9010.2550818354
42.75; 446.14068; 9464.4070398599
43.77; 444.10683; 9916.4886311254
44.79; 445.57828; 10370.068092947
45.81; 452.11903; 10830.305758195
46.83; 464.37017; 11303.014554887
47.84; 481.98313; 11793.652578205
48.86; 503.77824; 12306.477086447
49.88; 528.05561; 12844.014910813
50.90; 552.95099; 13406.895152932
51.92; 576.73743; 13993.988969982
52.93; 598.01511; 14602.742548283
53.95; 615.78571; 15229.585828433
54.97; 629.45069; 15870.339472409
55.99; 638.78753; 16520.597611934
57.01; 643.94272; 17176.103514853
58.02; 645.44706; 17833.140770395
59.04; 644.2256; 18488.934636275
60.06; 641.55987; 19142.014897359
61.08; 638.96974; 19792.458522126
62.10; 638.01276; 20441.927981736
63.11; 640.03425; 21093.45523437
64.13; 645.92742; 21750.981471212
65.15; 655.96666; 22418.727225068
66.17; 669.75977; 23100.513772941
67.19; 686.3324; 23799.170535082
68.20; 704.32468; 24516.142663668
69.22; 722.25543; 25251.367524142
70.24; 738.79869; 26003.432707065
71.26; 753.02002; 26769.974597265
72.27; 764.53024; 27548.233389922
73.29; 773.52777; 28335.651281158
74.31; 780.71706; 29130.387561716
75.33; 787.10966; 29931.6312275
76.35; 793.7392; 30739.623482912
77.36; 801.34827; 31555.361446958
78.38; 810.12578; 32380.034530607
79.40; 819.57731; 33214.328869205
80.42; 828.58851; 34057.79621996
81.44; 835.69211; 34908.494722867
82.45; 839.48513; 35763.054362644
83.47; 839.08442; 36617.206098812
84.49; 834.4802; 37466.670930144
85.51; 826.66518; 38308.180416292
86.53; 817.4802; 39140.339987775
87.54; 809.20746; 39964.07826185
88.56; 804.02877; 40782.544857228
89.58; 803.51448; 41600.487926154
90.60; 808.2998; 42423.30224749
91.62; 818.04037; 43256.032040818
92.63; 831.64066; 44102.606349919
93.65; 847.65559; 44965.48316025
94.67; 864.71131; 45845.721963894
95.69; 881.79793; 46743.35420608
96.71; 898.34813; 47657.83383591
97.72; 914.10789; 48588.356221396
98.74; 928.88876; 49533.924895825
99.76; 942.3337; 50493.179940859
100.78; 953.814; 51464.121438541
101.80; 962.51177; 52443.916884248
102.81; 967.65871; 53428.951696011
103.83; 968.83308; 54415.181960318
104.85; 966.19009; 55398.721781442
105.87; 960.52716; 56376.496982911
106.89; 953.1502; 57346.762752268
107.90; 945.58447; 58309.326940234
108.92; 939.23052; 59265.423084453
109.94; 935.08157; 60217.295768077
110.96; 933.58965; 61167.649740662
111.98; 934.70791; 62119.142055289
112.99; 938.07102; 63074.057871732
114.01; 943.23053; 64034.225852091
115.03; 949.85179; 65001.133990677
