#Wavenumber (cm^-1);   Spectrum at 400.00 K (cm*km*mol^-1); Spectrum (normalised);   Integral (km*mol^-1)
238.2; 0.049919283; 0.013401356665237; 17.807160708689
239.22; 0.049684296; 0.013338271933057; 17.857737177764
240.24; 0.049590613; 0.013313121746175; 17.908218281449
241.26; 0.049590018; 0.013312962012165; 17.958698779849
242.27; 0.049609223; 0.013318117796449; 18.009198827795
243.29; 0.049573789; 0.013308605166389; 18.059662805979
244.31; 0.049428972; 0.013269727519284; 18.1099793665
245.33; 0.049151171; 0.013195148918406; 18.16001313738
246.35; 0.048747461; 0.013086768721933; 18.209635948923
247.36; 0.048245018; 0.012951882612953; 18.258747294913
248.38; 0.047675587; 0.012799012870669; 18.307278985034
249.4; 0.047061333; 0.012634109922502; 18.355185391226
250.42; 0.046407163; 0.012458491104225; 18.402425881058
251.44; 0.045701626; 0.012269082274424; 18.448948164594
252.45; 0.04492496; 0.012060578116307; 18.494679835523
253.47; 0.044060205; 0.011828425539455; 18.539531223236
254.49; 0.043102409; 0.011571295127375; 18.583407615729
255.51; 0.042062088; 0.011292010010893; 18.626225006286
256.53; 0.04096169; 0.01099659659176; 18.667922239511
257.54; 0.039826777; 0.010691917257783; 18.708464179963
258.56; 0.038675845; 0.010382937454739; 18.747834521265
259.58; 0.037513345; 0.010070852100402; 18.786021487623
260.6; 0.036329295; 0.009752981421861; 18.823003142056
261.61; 0.035106413; 0.009424685884413; 18.858739955134
262.63; 0.033832795; 0.009082769734029; 18.893180280053
263.65; 0.032515885; 0.00872923139082; 18.92628004806
264.67; 0.031192605; 0.008373982954099; 18.958032774002
265.69; 0.029931341; 0.008035383364978; 18.988501587965
266.7; 0.028823796; 0.007738051258509; 19.01784296808
267.72; 0.027967722; 0.00750822918743; 19.046312902611
268.74; 0.027444461; 0.007367754267348; 19.074250179677
269.76; 0.027297; 0.007328166810629; 19.102037347886
270.78; 0.027514596; 0.007386582745908; 19.130046019417
271.79; 0.028028586; 0.007524568768511; 19.158577910927
272.81; 0.028721354; 0.007710549625934; 19.187815010028
273.83; 0.029447107; 0.007905385653604; 19.217790894073
274.85; 0.030060074; 0.008069943093081; 19.248390752117
275.87; 0.030443685; 0.008172927501565; 19.27938110978
276.88; 0.030533819; 0.008197124922063; 19.310463220336
277.9; 0.03033046; 0.008142531059204; 19.34133831979
278.92; 0.029894805; 0.008025574891425; 19.371769941182
279.94; 0.029332429; 0.007874599138108; 19.401629087767
280.96; 0.028766584; 0.007722692095247; 19.43091222873
281.97; 0.028308275; 0.00759965422285; 19.459728831269
282.99; 0.028030611; 0.007525112401064; 19.488262783696
284.01; 0.027953845; 0.007504503760796; 19.51671859199
285.03; 0.028044682; 0.007528889909039; 19.545266868169
286.05; 0.028229551; 0.007578519936885; 19.574003332436
287.06; 0.028417735; 0.007629039911354; 19.602931360216
288.08; 0.028527556; 0.007658522514106; 19.631971180856
289.1; 0.028508072; 0.007653291829337; 19.660991167509
290.12; 0.02835025; 0.007610922853172; 19.689850498554
291.14; 0.028084834; 0.007539669135832; 19.718439647378
292.15; 0.027768213; 0.007454668897574; 19.746706489867
293.17; 0.027461232; 0.007372256618726; 19.774660838541
294.19; 0.027207883; 0.00730424241448; 19.802357289408
295.21; 0.027020635; 0.007253973719057; 19.829863129446
296.23; 0.026876773; 0.007215352451749; 19.85722252447
297.24; 0.026726483; 0.007175005520219; 19.884428930414
298.26; 0.026509588; 0.007116777775764; 19.911414546936
299.28; 0.02617526; 0.00702702390708; 19.938059831753
300.3; 0.025698338; 0.006898989179028; 19.964219630923
301.32; 0.025087376; 0.006734970002893; 19.989757497315
302.33; 0.02438247; 0.00654573057168; 20.014577800102
303.35; 0.023644319; 0.006347566170485; 20.038646696478
304.37; 0.022938573; 0.006158101232435; 20.061997173807
305.39; 0.022320579; 0.005992194241925; 20.084718560164
306.41; 0.021824848; 0.005859110039954; 20.106935314134
307.42; 0.021461472; 0.005761557930089; 20.128782166862
308.44; 0.021219141; 0.005696501623851; 20.150382337263
309.46; 0.021072371; 0.005657099673351; 20.171833101557
310.48; 0.020989678; 0.005634899867582; 20.193199687619
311.49; 0.02093995; 0.00562154986285; 20.214515652859
312.51; 0.020895693; 0.005609668605623; 20.235786566632
313.53; 0.020833525; 0.005592978952024; 20.25699419565
314.55; 0.020733472; 0.005566118671631; 20.278099975647
315.57; 0.020578874; 0.005524615212181; 20.299048380896
316.58; 0.020357963; 0.005465309330278; 20.319771909095
317.6; 0.020066984; 0.00538719295667; 20.340199232886
318.62; 0.019713483; 0.005292291894439; 20.360266708177
319.64; 0.019317913; 0.005186096966597; 20.379931510315
320.66; 0.01891198; 0.005077119982389; 20.39918309015
321.67; 0.018533283; 0.004975454788899; 20.418049172056
322.69; 0.018217183; 0.004890594418572; 20.436593478741
323.71; 0.017988033; 0.004829076690446; 20.454904520333
324.73; 0.017852334; 0.004792646866361; 20.473077425828
325.75; 0.01779605; 0.004777536834461; 20.491193036415
326.76; 0.017787135; 0.004775143508927; 20.509299572774
327.78; 0.017782871; 0.00477399879327; 20.527401767661
328.8; 0.01774021; 0.004762545999032; 20.545460535614
329.82; 0.017626506; 0.004732020964082; 20.563403558329
330.84; 0.017427839; 0.004678686717983; 20.581144346497
331.85; 0.01715279; 0.004604846920456; 20.598605146208
332.87; 0.016830675; 0.004518371760101; 20.615738046827
333.89; 0.016504642; 0.004430844771429; 20.632539060151
334.91; 0.016221325; 0.004354785342324; 20.649051669035
335.93; 0.016019632; 0.004300638734692; 20.665358963094
336.94; 0.01592148; 0.004274288797747; 20.681566343121
337.96; 0.015926818; 0.004275721840002; 20.697779156763
338.98; 0.016014168; 0.004299171866411; 20.714080888499
340; 0.016146467; 0.004334688924728; 20.73051729533
341.02; 0.01628054; 0.004370682232008; 20.747090182913
342.03; 0.016377544; 0.004396723976276; 20.763761816124
343.05; 0.016411532; 0.004405848412425; 20.780468047918
344.07; 0.016373954; 0.00439576020301; 20.797136026789
345.09; 0.016273258; 0.004368727302502; 20.81370150157
346.11; 0.016130361; 0.004330365099596; 20.830121513376
347.12; 0.015971982; 0.004287846590921; 20.846380302143
348.14; 0.015824287; 0.00424819631444; 20.862488743581
349.16; 0.01570877; 0.004217184560567; 20.878479594072
350.18; 0.015641057; 0.004199006293386; 20.894401514808
351.2; 0.015631876; 0.004196541557353; 20.910314089974
352.21; 0.015688514; 0.004211746624277; 20.92628432074
353.23; 0.015814998; 0.004245702584671; 20.942383305822
354.25; 0.016010198; 0.004298106078148; 20.958680996868
355.27; 0.016264549; 0.004366389279835; 20.975237606179
356.28; 0.016557351; 0.004444995056971; 20.992092275264
357.3; 0.016857114; 0.004525469587786; 21.009252089478
358.32; 0.017126549; 0.004597802247954; 21.026686177424
359.34; 0.017331982; 0.004652952897931; 21.044329386754
360.36; 0.017454716; 0.004685902131375; 21.062097534035
361.37; 0.017500346; 0.004698151984896; 21.079912131139
362.39; 0.017501864; 0.004698559507966; 21.097728273219
363.41; 0.017514028; 0.004701825061729; 21.115556798322
364.43; 0.017599391; 0.004724741657086; 21.133472218752
365.45; 0.017809531; 0.004781155950729; 21.151601553257
366.46; 0.018167287; 0.004877199312473; 21.170095066999
367.48; 0.01865602; 0.005008404827726; 21.189086090469
368.5; 0.019220088; 0.005159834816242; 21.208651311134
369.52; 0.019777124; 0.005309376990383; 21.228783570184
370.54; 0.020238854; 0.005433333266218; 21.249385849816
371.55; 0.020534254; 0.005512636503785; 21.270288834476
372.57; 0.020628029; 0.005537811389035; 21.291287277802
373.59; 0.020528904; 0.005511200240004; 21.312184816714
374.61; 0.020285599; 0.005445882453219; 21.332834681009
375.63; 0.019972241; 0.005361758201637; 21.35316556071
376.64; 0.019668181; 0.005280130095968; 21.37318692042
377.66; 0.019438467; 0.005218460956109; 21.392974440721
378.68; 0.019320459; 0.005186780467081; 21.412641834602
379.7; 0.019319553; 0.00518653724185; 21.432308306364
380.72; 0.019413784; 0.005211834545097; 21.45207070038
381.73; 0.019564405; 0.005252270337059; 21.471986420023
382.75; 0.019728187; 0.005296239337923; 21.492068862971
383.77; 0.019867472; 0.005333631861431; 21.512293092124
384.79; 0.019955638; 0.005357300951625; 21.532607070201
385.81; 0.019977764; 0.005363240909088; 21.552943571731
386.82; 0.019928085; 0.005349904058922; 21.573229502523
387.84; 0.019806648; 0.005317303018771; 21.59339181529
388.86; 0.01961726; 0.005266459817836; 21.613361338945
389.88; 0.01936764; 0.005199446702869; 21.633076760702
390.9; 0.019071225; 0.005119870977874; 21.652490445064
391.91; 0.018749012; 0.005033369508388; 21.67157613012
392.93; 0.018429578; 0.004947614090687; 21.690336645178
393.95; 0.018146072; 0.004871503922544; 21.70880856368
394.97; 0.017930236; 0.004813560477779; 21.727060770481
395.99; 0.01780489; 0.004779910025457; 21.745185379961
397; 0.017777222; 0.004772482259793; 21.763281824755
398.02; 0.017835304; 0.004788074983708; 21.781437394548
399.04; 0.017949415; 0.00481870928209; 21.799709124117
400.06; 0.01807831; 0.004853312500797; 21.818112063297
401.07; 0.018178968; 0.004880335199805; 21.836617468701
402.09; 0.018217168; 0.004890590391664; 21.855161759608
403.11; 0.018175879; 0.004879505925259; 21.87366401972
404.13; 0.018059072; 0.004848147857316; 21.892047375451
405.15; 0.017889893; 0.004802729975026; 21.910258514565
406.16; 0.017703826; 0.004752778331478; 21.92828024542
407.18; 0.017538918; 0.004708507044068; 21.946134107082
408.2; 0.01742592; 0.004678171542245; 21.963872941904
409.22; 0.017381094; 0.004666137530982; 21.981566145282
410.24; 0.017403554; 0.004672167154258; 21.999282212281
411.25; 0.01747768; 0.004692067058753; 22.017073736394
412.27; 0.017579729; 0.004719463186344; 22.034969141739
413.29; 0.017686746; 0.004748193025798; 22.052973485462
414.31; 0.017785357; 0.004774666186122; 22.071078211057
415.33; 0.017878116; 0.004799568315484; 22.089277361218
416.34; 0.017985645; 0.004828435606724; 22.107585971225
417.36; 0.01814374; 0.004870877872611; 22.126055515381
418.38; 0.018395738; 0.004938529386695; 22.144781582797
419.4; 0.018781645; 0.005042130180533; 22.163900486623
420.42; 0.01932661; 0.005188431767739; 22.183574141257
421.43; 0.020032014; 0.00537780489229; 22.203965866826
422.45; 0.02087237; 0.005603407300918; 22.225213039006
423.47; 0.02180015; 0.005852479602034; 22.247404650695
424.49; 0.022758508; 0.006109760888926; 22.270571829913
425.51; 0.023699134; 0.006362281833881; 22.294696525452
426.52; 0.024599896; 0.006604100868671; 22.319738157842
427.54; 0.025475748; 0.006839232551912; 22.345671369924
428.56; 0.02637732; 0.007081269039723; 22.372522343067
429.58; 0.027375047; 0.007349119348822; 22.400388959605
430.6; 0.028531834; 0.00765967098821; 22.429433135814
431.61; 0.02987244; 0.008019570771898; 22.459841990625
432.63; 0.031360958; 0.008419179087999; 22.49176609216
433.65; 0.03289718; 0.00883159404474; 22.525254001685
434.67; 0.034337689; 0.009218313839744; 22.560208287567
435.69; 0.035539311; 0.00954090190654; 22.596385772165
436.7; 0.03641365; 0.009775627409014; 22.633453296293
437.72; 0.036975156; 0.009926369601678; 22.671092409845
438.74; 0.037364318; 0.010030844234508; 22.709127673325
439.76; 0.037833353; 0.010156761614441; 22.747640394557
440.78; 0.038692894; 0.010387514438142; 22.787028090524
441.79; 0.040231236; 0.010800498531185; 22.827981752846
442.81; 0.042628287; 0.011444012088777; 22.871375509785
443.83; 0.045890287; 0.012319730304562; 22.918089842134
444.85; 0.049826893; 0.013376553597807; 22.968811469334
445.87; 0.054080155; 0.01451838652543; 23.023862733776
446.88; 0.058199141; 0.015624171648287; 23.083106947981
447.9; 0.061739655; 0.0165746598773; 23.145955252978
448.92; 0.064360608; 0.01727828228221; 23.211471574718
449.94; 0.065889821; 0.017688815599167; 23.278544569082
450.95; 0.066342035; 0.017810217204695; 23.346077898213
451.97; 0.065887125; 0.017688091829606; 23.413148148627
452.99; 0.064781802; 0.017391356242412; 23.479093228087
454.01; 0.063288322; 0.016990415825211; 23.543518008416
455.03; 0.061605685; 0.016538694221455; 23.606229937561
456.04; 0.059832436; 0.016062646873073; 23.667136775588
457.06; 0.05796806; 0.015562135522897; 23.726145759705
458.08; 0.055946829; 0.01501951479788; 23.783097217918
459.1; 0.053688137; 0.014413145169355; 23.837749425132
460.12; 0.051144053; 0.013730159056147; 23.889811864224
461.13; 0.048328337; 0.012974250475007; 23.93900802629
462.15; 0.045319614; 0.012166527134312; 23.985141438165
463.17; 0.042241202; 0.011340095048447; 24.02814115942
464.19; 0.039227746; 0.010531101084111; 24.068073312414
465.21; 0.036391852; 0.009769775506602; 24.105118647013
466.22; 0.033801965; 0.009074493096202; 24.139527588935
467.24; 0.031477171; 0.008450377690394; 24.171569990256
468.26; 0.029397859; 0.007892164509922; 24.20149574189
469.28; 0.027525927; 0.007389624672059; 24.229515947622
470.3; 0.025825906; 0.006933236150625; 24.255805605236
471.31; 0.024279524; 0.006518093635002; 24.280521112599
472.33; 0.022889746; 0.006144993110632; 24.303821886035
473.35; 0.02167466; 0.005818790491397; 24.325885754689
474.37; 0.020655076; 0.005545072440716; 24.346911730786
475.39; 0.019841318; 0.005326610544995; 24.367109336052
476.4; 0.01922421; 0.005160941410505; 24.386678752388
477.42; 0.018773196; 0.005039861957601; 24.40578905561
478.44; 0.018441816; 0.004950899510529; 24.424562028777
479.46; 0.01817839; 0.004880180029625; 24.443066845281
480.48; 0.017938287; 0.004815721853425; 24.461327247264
481.49; 0.017693992; 0.004750138290725; 24.479338967262
482.51; 0.017440035; 0.004681960862483; 24.497092170592
483.53; 0.017191496; 0.004615237953338; 24.514592371945
484.55; 0.01697663; 0.004557554915277; 24.531873848505
485.57; 0.016825806; 0.00451706462583; 24.549001793031
486.58; 0.016759935; 0.004499380862926; 24.566062684087
487.6; 0.01678168; 0.00450521853693; 24.583145710195
488.62; 0.016871966; 0.004529456763427; 24.600320643585
489.64; 0.01699281; 0.004561898606489; 24.617618591211
490.66; 0.017095673; 0.004589513260943; 24.635021249033
491.67; 0.017132981; 0.004599528986018; 24.652461884571
492.69; 0.017069603; 0.00458251449519; 24.669838004117
493.71; 0.016891213; 0.004534623823052; 24.687032530313
494.73; 0.016607513; 0.004458461573568; 24.70393826167
495.74; 0.016249889; 0.004362453648613; 24.720479947754
496.76; 0.015864623; 0.004259024937969; 24.736629449105
