#Wavenumber (cm^-1);  Spectrum (K*cm*km*mol^-1); Spectrum (normalised);  Integral (K*km*mol^-1)
116.05; 249.09276; 0.015108782758382; 18855.212957428
117.07; 251.46865; 0.015252892951982; 19111.197196029
118.08; 252.11339; 0.015291999815608; 19367.837745384
119.1; 250.34646; 0.015184826240915; 19622.679640649
120.12; 245.90861; 0.014915647355249; 19873.00399243
121.14; 239.04793; 0.014499511118713; 20116.344469692
122.15; 230.49627; 0.013980808073456; 20350.97972476
123.17; 221.32697; 0.013424641921752; 20576.281031098
124.19; 212.71894; 0.01290251974025; 20792.819729676
125.21; 205.68343; 0.012475779146969; 21002.196587122
126.23; 200.8276; 0.012181247581372; 21206.630416996
127.24; 198.22343; 0.012023291008102; 21408.413313241
128.26; 197.42245; 0.011974707368763; 21609.380845053
129.28; 197.61266; 0.0119862446032; 21810.542001926
130.3; 197.86955; 0.012001826329472; 22011.964668437
131.32; 197.42321; 0.011974753466751; 22212.932978562
132.33; 195.8592; 0.011879888054677; 22412.309193565
133.35; 193.19446; 0.011718257593127; 22608.972822028
134.37; 189.81212; 0.011513100926691; 22802.193369619
135.39; 186.28626; 0.011299239019278; 22991.824744749
136.41; 183.16267; 0.011109776897872; 23178.276435156
137.42; 180.77199; 0.010964769613177; 23362.294524255
138.44; 179.13575; 0.010865523072649; 23544.646989124
139.46; 177.98911; 0.010795973340806; 23725.832220033
140.48; 176.90237; 0.010730056858228; 23905.911200401
141.5; 175.45009; 0.010641968456846; 24084.51182152
142.51; 173.36432; 0.01051545556336; 24260.989213874
143.53; 170.6196; 0.010348973895195; 24434.672608079
144.55; 167.42603; 0.01015526711964; 24605.10508352
145.57; 164.1411; 0.009956018880765; 24772.193642233
146.59; 161.13899; 0.009773925158704; 24936.226176316
147.6; 158.68675; 0.009625183937035; 25097.762436779
148.62; 156.86957; 0.009514962436206; 25257.448888247
149.64; 155.58519; 0.00943705805071; 25415.827894606
150.66; 154.60107; 0.009377366009528; 25573.205114026
151.68; 153.64661; 0.009319473002956; 25729.610729166
152.69; 152.50367; 0.009250147695525; 25884.852884806
153.71; 151.06439; 0.009162847812347; 26038.629918154
154.73; 149.34078; 0.009058301822933; 26190.652386121
155.75; 147.43027; 0.008942419367948; 26340.730040552
156.77; 145.4567; 0.008822711993119; 26488.798683505
157.78; 143.5123; 0.008704773931831; 26634.888007584
158.8; 141.62264; 0.008590156138736; 26779.053742751
159.82; 139.74502; 0.008476268634808; 26921.308144232
160.84; 137.79712; 0.008358118280157; 27061.579661532
161.86; 135.70196; 0.008231035833907; 27199.71840301
162.87; 133.43073; 0.008093273818405; 27335.545132741
163.89; 131.02718; 0.007947485900688; 27468.925144564
164.91; 128.6053; 0.007800586172302; 27599.839788879
165.93; 126.32158; 0.007662066572772; 27728.429710969
166.94; 124.33128; 0.00754134443567; 27854.993588071
167.96; 122.74282; 0.007444996002819; 27979.940485109
168.98; 121.58441; 0.007374732358725; 28103.708168919
170; 120.7925; 0.007326698862472; 28226.669723791
171.02; 120.22551; 0.00729230794426; 28349.054105116
172.03; 119.69883; 0.007260362039035; 28470.902351301
173.05; 119.03161; 0.007219891645468; 28592.071391381
174.07; 118.09249; 0.007162929090378; 28712.284447534
175.09; 116.83197; 0.007086471939063; 28831.21435551
176.11; 115.29244; 0.006993091367424; 28948.577082728
177.12; 113.593; 0.006890011415317; 29064.209852459
178.14; 111.89348; 0.006786926610791; 29178.112583506
179.16; 110.34778; 0.006693171796281; 29290.441856968
180.18; 109.06021; 0.006615073920549; 29401.460444501
181.2; 108.05765; 0.006554263396621; 29511.458470209
182.21; 107.28544; 0.006507424808724; 29620.670417239
183.23; 106.6276; 0.006467523361368; 29729.212707885
184.25; 105.94409; 0.006426064893835; 29837.059221174
185.27; 105.11261; 0.006375631269478; 29944.059326149
186.29; 104.0613; 0.006311863802283; 30049.989234096
187.3; 102.78265; 0.00623430697135; 30154.617539464
188.32; 101.3261; 0.006145959572065; 30257.76313841
189.34; 99.774175; 0.006051827178645; 30359.328942715
190.36; 98.213034; 0.005957135786474; 30459.305573454
191.38; 96.708911; 0.005865902835148; 30557.751071209
192.39; 95.298542; 0.005780356555801; 30654.760874743
193.41; 93.995103; 0.005701296141962; 30750.443833834
194.43; 92.804352; 0.005629070846541; 30844.914659211
195.45; 91.74164; 0.005564611788226; 30938.303689714
196.47; 90.840651; 0.00550996207834; 31030.775552867
197.48; 90.148985; 0.005468008906616; 31122.543329719
198.5; 89.71202; 0.005441504686831; 31213.866295298
199.52; 89.55203; 0.005431800453944; 31305.026397337
200.54; 89.651851; 0.005437855121304; 31396.288113323
201.56; 89.95065; 0.005455978848302; 31487.853993345
202.57; 90.35431; 0.005480462945103; 31579.83078149
203.59; 90.757075; 0.005504892755459; 31672.217567604
204.61; 91.066815; 0.005523680111509; 31764.919655262
205.63; 91.225429; 0.005533300882776; 31857.783205939
206.65; 91.218619; 0.005532887820548; 31950.639823543
207.66; 91.073946; 0.005524112644071; 32043.349170527
208.68; 90.850637; 0.005510567781631; 32135.831199116
209.7; 90.626747; 0.005496987678493; 32228.085316416
210.72; 90.488447; 0.005488599057903; 32320.198651054
211.74; 90.523056; 0.005490698275329; 32412.347216034
212.75; 90.813842; 0.005508335971837; 32504.791788741
213.77; 91.432857; 0.005545882479247; 32597.866491715
214.79; 92.429057; 0.005606307235807; 32691.955283712
215.81; 93.812548; 0.005690223223438; 32787.452409312
216.82; 95.540025; 0.005795003766691; 32884.708031837
217.84; 97.509096; 0.005914438253566; 32983.968084142
218.86; 99.568245; 0.006039336443734; 33085.324260594
219.88; 101.54451; 0.006159207284452; 33188.692189569
220.9; 103.28403; 0.006264718298839; 33293.830871942
221.91; 104.69416; 0.006350250081581; 33400.405006996
222.93; 105.77303; 0.006415689207369; 33508.077388507
223.95; 106.6146; 0.006466734843164; 33616.606455342
224.97; 107.3846; 0.006513439382966; 33725.919345903
225.99; 108.27249; 0.006567294569778; 33836.136063512
227; 109.43345; 0.006637712884751; 33947.534595458
228.02; 110.93883; 0.006729022079723; 34060.465541586
229.04; 112.75137; 0.006838962140208; 34175.241565817
230.06; 114.73396; 0.00695921662536; 34292.035787145
231.08; 116.68961; 0.007077837058172; 34410.820773417
232.09; 118.41955; 0.007182766995297; 34531.366763578
233.11; 119.78091; 0.007265340621668; 34653.298560728
234.13; 120.7254; 0.007322628895432; 34776.191805101
235.15; 121.30731; 0.007357924789921; 34899.677411194
236.17; 121.65965; 0.007379296059471; 35023.521685125
237.18; 121.94758; 0.007396760524595; 35147.65905648
238.2; 122.31533; 0.007419066491494; 35272.170786955
239.22; 122.84385; 0.007451124002373; 35397.220521189
240.24; 123.53138; 0.007492826303997; 35522.970135748
241.26; 124.30092; 0.007539502942386; 35649.503107566
242.27; 125.02877; 0.007583650863549; 35776.777002593
243.29; 125.5824; 0.007617231427667; 35904.61447175
244.31; 125.85386; 0.007633696900881; 36032.728265557
245.33; 125.77853; 0.007629127741162; 36160.765382986
246.35; 125.33598; 0.007602284761825; 36288.352007017
247.36; 124.53664; 0.00755380059709; 36415.124937194
248.38; 123.4036; 0.007485075776599; 36540.744478123
249.4; 121.95949; 0.007397482928581; 36664.89397547
250.42; 120.22519; 0.007292288534581; 36787.27802645
251.44; 118.2309; 0.007171324383045; 36907.631983523
252.45; 116.0339; 0.007038064806492; 37025.749482141
253.47; 113.73302; 0.006898504362932; 37141.52478897
254.49; 111.47048; 0.006761269441523; 37254.996928867
255.51; 109.41537; 0.006636616237895; 37366.377054912
256.53; 107.73053; 0.006534421852387; 37476.042084295
257.54; 106.53128; 0.006461681048026; 37584.486326253
258.56; 105.849; 0.006420297186446; 37692.236041827
259.58; 105.61262; 0.006405959499279; 37799.745131178
260.6; 105.65633; 0.006408610740103; 37907.298717752
261.61; 105.75427; 0.006414551314945; 38014.951997373
262.63; 105.67411; 0.006409689190386; 38122.523680809
263.65; 105.23554; 0.00638308761893; 38229.648922172
264.67; 104.35735; 0.006329820788009; 38335.880201035
265.69; 103.08011; 0.006252349480973; 38440.811301315
266.7; 101.5584; 0.006160049785826; 38544.193367838
267.72; 100.02523; 0.006067054981555; 38646.014737087
268.74; 98.738933; 0.005989034319952; 38746.526710144
269.76; 97.927023; 0.005939787718768; 38846.212193339
270.78; 97.741296; 0.005928522401802; 38945.708615242
271.79; 98.234045; 0.005958410213858; 39045.706634145
272.81; 99.358707; 0.006026626864694; 39146.849510271
273.83; 100.99157; 0.006125668572455; 39249.654573582
274.85; 102.96642; 0.006245453585999; 39354.469948759
275.87; 105.11224; 0.006375608827037; 39461.469673192
276.88; 107.28535; 0.006507419349752; 39570.68153363
277.9; 109.39043; 0.006635103496047; 39682.036270143
278.92; 111.38828; 0.006756283580261; 39795.424732064
279.94; 113.29133; 0.006871713547107; 39910.750417972
280.96; 115.14925; 0.006984406142678; 40027.967388034
281.97; 117.02798; 0.007098360973929; 40147.096817452
282.99; 118.98567; 0.007217105143444; 40268.219089977
284.01; 121.04968; 0.007342298178766; 40391.442440082
285.03; 123.19917; 0.007472676024558; 40516.853874954
286.05; 125.3581; 0.007603626455878; 40644.463011586
287.06; 127.40254; 0.007727632468026; 40774.153297574
288.08; 129.18305; 0.007835629740966; 40905.656064581
289.1; 130.55898; 0.007919087114278; 41038.559467934
290.12; 131.43662; 0.007972320584814; 41172.356276783
291.14; 131.80021; 0.007994374225887; 41306.523203594
292.15; 131.72466; 0.007989791722015; 41440.613221031
293.17; 131.36302; 0.007967856358671; 41574.335105266
294.19; 130.90874; 0.007940301893293; 41707.594552906
295.21; 130.54111; 0.007918003205023; 41840.479769122
296.23; 130.36883; 0.007907553519157; 41973.189611598
297.24; 130.3888; 0.007908764804429; 42105.919786678
298.26; 130.47392; 0.007913927779011; 42238.736608096
299.28; 130.3955; 0.007909171194581; 42371.473599073
300.3; 129.87573; 0.007877644417109; 42503.681488419
301.32; 128.65641; 0.007803686261951; 42634.648160876
302.33; 126.56535; 0.007676852502211; 42763.486224102
303.35; 123.56294; 0.007494740583576; 42889.267969614
304.37; 119.75758; 0.007263925534767; 43011.176014813
305.39; 115.3878; 0.00699887545173; 43128.63581975
306.41; 110.77827; 0.006719283273345; 43241.403317061
307.42; 106.28212; 0.006446568186808; 43349.593932088
308.44; 102.22412; 0.006200429196524; 43453.653673014
309.46; 98.85562; 0.0059961119987; 43554.284428194
310.48; 96.32743; 0.005842764011059; 43652.341595315
311.49; 94.680766; 0.005742885200241; 43748.722529321
312.51; 93.852988; 0.005692676121606; 43844.260821602
313.53; 93.693449; 0.005682999244236; 43939.636709965
314.55; 93.985707; 0.005700726225266; 44035.31010435
315.57; 94.474066; 0.00573034776079; 44131.480626632
316.58; 94.893506; 0.005755788997381; 44228.078120753
317.6; 95.001832; 0.005762359537613; 44324.785885917
318.62; 94.611322; 0.005738673057303; 44421.096128627
319.64; 93.615291; 0.00567825855148; 44516.392455279
320.66; 92.003967; 0.005580523297074; 44610.048523152
321.67; 89.864867; 0.005450775659292; 44701.527079962
322.69; 87.365709; 0.005299188614768; 44790.461601898
323.71; 84.722021; 0.005138835067467; 44876.704963185
324.73; 82.155868; 0.004983184424703; 44960.336091843
325.75; 79.854924; 0.004843620099208; 45041.624958229
326.76; 77.941428; 0.004727556527657; 45120.965968889
327.78; 76.458121; 0.004637586175941; 45198.797036853
328.8; 75.373512; 0.004571798949694; 45275.524020047
329.82; 74.603354; 0.004525084826362; 45351.467014974
330.84; 74.040562; 0.004490948538876; 45426.837112455
331.85; 73.583798; 0.004463243405865; 45501.742243128
332.87; 73.156223; 0.004437308738844; 45576.212121349
333.89; 72.710444; 0.004410269903716; 45650.228215929
334.91; 72.221703; 0.004380625197888; 45723.746793424
335.93; 71.676782; 0.004347572880311; 45796.71066481
336.94; 71.068308; 0.004310665739855; 45869.055135535
337.96; 70.401795; 0.004270238229546; 45940.721124518
338.98; 69.71609; 0.004228646623747; 46011.689095944
340; 69.109255; 0.004191838897239; 46082.039335208
341.02; 68.75509; 0.004170356931864; 46152.029049412
342.03; 68.894366; 0.004178804751975; 46222.160541139
343.05; 69.791426; 0.004233216147397; 46293.205201378
344.07; 71.660179; 0.004346565821254; 46366.152171694
345.09; 74.579224; 0.004523621215264; 46442.070603535
346.11; 78.427208; 0.0047570216333; 46521.906116567
347.12; 82.870334; 0.005026520536047; 46606.264540635
348.14; 87.421097; 0.005302548187561; 46695.255445378
349.16; 91.563183; 0.005553787434902; 46788.462814938
350.18; 94.909854; 0.005756780589351; 46885.076950612
351.2; 97.342958; 0.005904361112223; 46984.167881308
352.21; 99.07699; 0.006009539250617; 47085.023981461
353.23; 100.61181; 0.006102634136045; 47187.44245968
354.25; 102.57486; 0.006221703417681; 47291.859240519
355.27; 105.49695; 0.006398943506917; 47399.250581574
356.28; 109.59819; 0.006647705230059; 47510.816812368
357.3; 114.6682; 0.006955227936351; 47627.544091837
358.32; 120.09981; 0.007284683579776; 47749.800511678
359.34; 125.08441; 0.007587025721464; 47877.131044495
360.36; 128.91554; 0.007819403855975; 48008.361505996
361.37; 131.29854; 0.007963945308377; 48142.017749574
362.39; 132.54851; 0.008039762546841; 48276.946416211
363.41; 133.58618; 0.008102702676473; 48412.931380803
364.43; 135.70515; 0.008231229324143; 48551.073364218
365.45; 140.16559; 0.008501778411827; 48693.755889415
366.46; 147.73771; 0.008961067216931; 48844.146498775
367.48; 158.34865; 0.009604676398194; 49005.338590755
368.5; 170.96418; 0.010369874480033; 49179.372753627
369.52; 183.76547; 0.011146339880461; 49366.438072504
370.54; 194.58527; 0.011802617516507; 49564.517478186
371.55; 201.4789; 0.012220752343416; 49769.61430717
372.57; 203.25553; 0.012328514273999; 49976.519670008
373.59; 199.80336; 0.0121191220517; 50179.910865934
374.61; 192.10679; 0.01165228470117; 50375.467290847
375.63; 181.95283; 0.011036393754451; 50560.687419376
376.64; 171.42346; 0.010397732221644; 50735.189105215
377.66; 162.33708; 0.00984659560298; 50900.441249646
378.68; 155.81172; 0.009450798283699; 51059.050861689
379.7; 152.07492; 0.00922414175859; 51213.856572847
380.72; 150.55736; 0.009132093782716; 51367.117472845
381.73; 150.21209; 0.009111151345758; 51520.026898127
382.75; 149.93162; 0.009094139368773; 51672.650815796
383.77; 148.91441; 0.009032440245484; 51824.239263354
384.79; 146.86444; 0.008908098809823; 51973.740922445
385.81; 143.97779; 0.008733008342523; 52120.304100782
386.82; 140.75104; 0.008537289025889; 52263.582583186
387.84; 137.70663; 0.008352629586901; 52403.761985848
388.86; 135.1514; 0.008197641481395; 52541.340274385
389.88; 133.05971; 0.00807076950885; 52676.789314846
390.9; 131.11604; 0.007952875725892; 52810.259788317
391.91; 128.88657; 0.007817646673484; 52941.460754916
392.93; 126.04056; 0.007645021235402; 53069.764610942
393.95; 122.52786; 0.007431957551032; 53194.492683013
394.97; 118.64089; 0.007196192427556; 53315.26399314
395.99; 114.9383; 0.00697161091843; 53432.266221471
397; 112.06099; 0.006797086971132; 53546.339475448
398.02; 110.51091; 0.006703066486642; 53658.834811879
399.04; 110.47289; 0.00670076037417; 53771.291442581
400.06; 111.74044; 0.006777643931867; 53885.038392387
401.07; 113.76603; 0.006900506592619; 54000.847306302
402.09; 115.8123; 0.007024623603868; 54118.739229056
403.11; 117.1494; 0.007105725733959; 54237.99226042
404.13; 117.23447; 0.007110885675778; 54357.331889923
405.15; 115.82314; 0.00702528110674; 54475.234847661
406.16; 112.99172; 0.006853540628704; 54590.255540558
407.18; 109.0797; 0.006616256091303; 54701.293970379
408.2; 104.58426; 0.006343584069991; 54807.756232695
409.22; 100.04512; 0.006068261414408; 54909.597850129
410.24; 95.950823; 0.005819920820641; 55007.2716475
411.25; 92.681322; 0.005621608431565; 55101.617234279
412.27; 90.486147; 0.005488459550836; 55193.728226984
413.29; 89.487162; 0.005427865869414; 55284.822296137
414.31; 89.693411; 0.005440375953349; 55376.126318487
415.33; 91.019879; 0.005520833196859; 55468.780627127
416.34; 93.308228; 0.005659633569525; 55563.764376996
417.36; 96.351456; 0.005844221314011; 55661.846001511
418.38; 99.924122; 0.006060922250892; 55763.564445956
419.4; 103.81657; 0.006297019643808; 55869.245230763
420.42; 107.86799; 0.00654275952257; 55979.050191409
421.43; 111.99218; 0.00679291328362; 56093.05339587
422.45; 116.19166; 0.007047633778179; 56211.331496259
423.47; 120.56001; 0.007312597124213; 56334.056388103
424.49; 125.27461; 0.007598562349348; 56461.580535236
425.51; 130.58213; 0.007920491283235; 56594.507506637
426.52; 136.77545; 0.008296148634468; 56733.739010851
427.54; 144.15679; 0.008743865631646; 56880.484404125
428.56; 152.9811; 0.00927910632986; 57036.212563432
429.58; 163.37901; 0.009909794123962; 57202.52534801
430.6; 175.26998; 0.010631043840399; 57380.942627201
431.61; 188.28923; 0.011420729658353; 57572.612938439
432.63; 201.76048; 0.012237831647724; 57777.996396111
433.65; 214.74361; 0.013025326598175; 57996.596125554
434.67; 226.16962; 0.0137183740512; 58226.827037916
435.69; 235.04735; 0.014256854952683; 58466.095097573
436.7; 240.69693; 0.014599531620187; 58711.114187879
437.72; 242.94424; 0.014735842762191; 58958.420943296
438.74; 242.2101; 0.014691313319528; 59204.980373789
439.76; 239.45048; 0.014523927888191; 59448.73062575
440.78; 235.94546; 0.014311330036114; 59688.912920768
441.79; 232.98249; 0.014131610360401; 59926.079046712
442.81; 231.51734; 0.014042741325997; 60161.753706424
443.83; 231.91005; 0.014066561247848; 60397.828129892
444.85; 233.81672; 0.014182210786687; 60635.843458022
445.87; 236.27401; 0.014331258317351; 60876.3601998
446.88; 237.95664; 0.014433318654764; 61118.589792082
447.9; 237.53573; 0.014407788254961; 61360.390916632
448.92; 234.03564; 0.01419548943325; 61598.629097211
449.94; 227.08862; 0.013774116222731; 61829.795509656
450.95; 217.01882; 0.013163330021557; 62050.711308459
451.97; 204.7395; 0.012418524840143; 62259.127288293
452.99; 191.502; 0.011615601014641; 62454.068063284
454.01; 178.57557; 0.010831545216667; 62635.85028476
455.03; 166.95086; 0.010126445566162; 62805.799059193
456.04; 157.14565; 0.009531708136659; 62965.766551508
457.06; 149.15475; 0.009047018127427; 63117.59965437
458.08; 142.54157; 0.008645894064399; 63262.700818336
459.1; 136.62939; 0.008287289329165; 63401.783638693
460.12; 130.72859; 0.007929374850636; 63534.859703392
461.13; 124.33469; 0.00754155127006; 63661.427055641
462.15; 117.24962; 0.007111804602763; 63780.782108859
463.17; 109.60627; 0.006648195324451; 63892.356562466
464.19; 101.80482; 0.006174996451668; 63995.989471986
465.21; 94.390104; 0.005725255024984; 64092.074525038
466.22; 87.90875; 0.005332126900481; 64181.561839319
467.24; 82.782088; 0.005021167953164; 64265.830432224
468.26; 79.220618; 0.004805146112423; 64346.473602791
469.28; 77.191657; 0.004682078982836; 64425.051379011
470.3; 76.438846; 0.004636417046065; 64502.862825686
471.31; 76.542642; 0.004642712818031; 64580.779931915
472.33; 77.005608; 0.00467079413488; 64659.168318386
473.35; 77.344719; 0.004691362996175; 64737.901904652
474.37; 77.174049; 0.004681010965255; 64816.461756576
475.39; 76.26437; 0.004625834161277; 64894.095594436
476.4; 74.570772; 0.004523108557121; 64970.00542259
477.42; 72.225255; 0.004380840645323; 65043.527615758
478.44; 69.497536; 0.004215390177004; 65114.273108201
479.46; 66.73314; 0.004047715056209; 65182.204564849
480.48; 64.281893; 0.0038990340652; 65247.640758005
481.49; 62.431135; 0.003786775882504; 65311.192959114
482.51; 61.356051; 0.003721566397479; 65373.650771351
483.53; 61.095021; 0.003705733558486; 65435.842866611
484.55; 61.552148; 0.003733460709351; 65498.500297603
485.57; 62.523742; 0.003792392982916; 65562.146768945
486.58; 63.741661; 0.003866266160074; 65627.033028855
487.6; 64.92455; 0.003938014583947; 65693.123418801
488.62; 65.827887; 0.003992806712352; 65760.133367209
489.64; 66.284751; 0.004020517910888; 65827.608383047
490.66; 66.230848; 0.004017248411136; 65895.028528432
491.67; 65.70949; 0.003985625313133; 65961.917954119
492.69; 64.855088; 0.003933801349215; 66027.937634902
493.71; 63.85758; 0.003873297255593; 66092.941895638
494.73; 62.914635; 0.003816102694185; 66156.986279393
495.74; 62.182403; 0.003771688981732; 66220.285281854
496.76; 61.737465; 0.003744701157666; 66283.131356739
497.78; 61.561059; 0.003734001208253; 66345.79785854
498.8; 61.551177; 0.003733401813107; 66408.454300765
499.82; 61.559965; 0.003733934851413; 66471.119688468
500.83; 61.445476; 0.003726990492897; 66533.668531492
501.85; 61.121341; 0.003707330004573; 66595.887418999
502.87; 60.587774; 0.003674966366666; 66657.563158661
503.89; 59.933109; 0.003635257499718; 66718.572477545
504.91; 59.305015; 0.003597160303325; 66778.942424056
505.92; 58.861203; 0.003570240777067; 66838.860588249
506.94; 58.716713; 0.0035614767005; 66898.63166816
507.96; 58.90599; 0.003572957343591; 66958.595423779
508.98; 59.372286; 0.003601240642412; 67019.033848731
510; 59.986811; 0.003638514807765; 67080.09783369
511.01; 60.589311; 0.00367505959378; 67141.775137694
512.03; 61.034689; 0.003702074106154; 67203.9058173
513.05; 61.229455; 0.003713887685893; 67266.234760334
514.07; 61.147238; 0.003708900793492; 67328.480009638
515.09; 60.821728; 0.003689156904205; 67390.393904294
516.1; 60.324263; 0.003658983042006; 67451.801401357
517.12; 59.738102; 0.003623429302064; 67512.612211734
518.14; 59.140524; 0.003587183061173; 67572.814713205
