#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
0.00; 25.582349; 26.041727607301
1.02; 26.660201; 53.180661449221
2.04; 29.819453; 83.535578000474
3.05; 34.850911; 119.01230131995
4.07; 41.447904; 161.20447953335
5.09; 49.257634; 211.34662557786
6.11; 57.933965; 270.32090157841
7.13; 67.180532; 338.70778435929
8.14; 76.777319; 416.8637824691
9.16; 86.589076; 505.0077250081
10.18; 96.558099; 603.29970356761
11.20; 106.68589; 711.90133404877
12.22; 117.00822; 831.01065011876
13.23; 127.56746; 960.86881763153
14.25; 138.38557; 1101.7393603725
15.27; 149.44175; 1253.8646132833
16.29; 160.65953; 1417.4090773804
17.31; 171.90847; 1592.4044863464
18.32; 183.02385; 1778.7148709332
19.34; 193.8439; 1976.0395994907
20.36; 204.25949; 2183.9669479341
21.38; 214.26597; 2402.0804566755
22.40; 224.00424; 2630.1071053061
23.41; 233.77822; 2868.0832461528
24.43; 244.03915; 3116.5045691025
25.45; 255.33324; 3376.4227909472
26.47; 268.21672; 3649.4558335519
27.48; 283.14992; 3937.6902384603
28.50; 300.38904; 4243.4733162991
29.52; 319.89765; 4569.1153212335
30.54; 341.30036; 4916.5443621163
31.56; 363.89433; 5286.9730914076
32.57; 386.72325; 5680.6406720264
33.59; 408.7027; 6096.6823880141
34.61; 428.77139; 6533.1531576247
35.63; 446.03383; 6987.1963460963
36.65; 459.86251; 7455.3165335388
37.66; 469.94109; 7933.6962879682
38.68; 476.25227; 8418.5005503779
39.70; 479.03488; 8906.1373873823
40.72; 478.74573; 9393.479881268
41.74; 476.05469; 9878.0830165717
42.75; 471.87761; 10358.434062803
43.77; 467.41932; 10834.246759501
44.79; 464.17378; 11306.755638865
45.81; 463.82512; 11778.909593463
46.83; 468.01994; 12255.333692718
47.84; 478.03278; 12741.950439397
48.86; 494.40441; 13245.232792172
49.88; 516.67171; 13771.182295248
50.90; 543.30676; 14324.245131816
51.92; 571.93205; 14906.447280191
52.93; 599.79207; 15517.009726283
53.95; 624.36717; 16152.588564927
54.97; 643.95127; 16808.103167541
55.99; 658.00977; 17477.928723825
57.01; 667.19685; 18157.106322442
58.02; 673.02302; 18842.214716514
59.04; 677.28633; 19531.662971642
60.06; 681.465; 20225.364934125
61.08; 686.28389; 20923.972323482
