#Wavenumber (cm^-1); Spectrum (K*cm*km*mol^-1); Integral (K*km*mol^-1)
0.00; 47.187542; 48.034881721778
1.02; 48.572504; 97.47959446763
2.04; 52.561229; 150.98465782488
3.05; 58.695293; 210.73393352473
4.07; 66.331217; 278.25625000115
5.09; 74.781127; 354.38021028755
6.11; 83.445395; 439.32402172407
7.13; 91.903425; 532.87774239192
8.14; 99.947543; 634.62002813625
9.16; 107.56628; 744.11786338031
10.18; 114.89815; 861.07922297055
11.20; 122.17983; 985.45302021955
12.22; 129.70442; 1117.4865210381
13.23; 137.79136; 1257.7521745274
14.25; 146.75885; 1407.1463556594
15.27; 156.88738; 1566.8509431403
16.29; 168.37075; 1738.245103012
17.31; 181.26442; 1922.7644642164
18.32; 195.45108; 2121.7252266726
19.34; 210.64382; 2336.1515441947
20.36; 226.43578; 2566.6534008893
21.38; 242.38532; 2813.3911976274
22.40; 258.10789; 3076.1338871236
23.41; 273.33907; 3354.3812701514
24.43; 287.94308; 3647.4948980379
25.45; 301.86474; 3954.7801743648
26.47; 315.05114; 4275.4886380351
27.48; 327.38677; 4608.7542374803
28.50; 338.68428; 4953.5202239249
29.52; 348.74914; 5308.5317943674
30.54; 357.4991; 5672.4504547191
31.56; 365.08639; 6044.092650239
32.57; 371.95649; 6422.7283057578
33.59; 378.79479; 6808.3250527319
34.61; 386.35536; 7201.6181414829
35.63; 395.21971; 7603.9347559139
36.65; 405.57389; 8016.7914739393
37.66; 417.09997; 8441.3812497898
38.68; 429.04452; 8878.1300535109
39.70; 440.46207; 9326.501434266
40.72; 450.56053; 9785.1526135852
41.74; 459.02583; 10252.421098767
42.75; 466.19937; 10726.991938572
43.77; 473.02774; 11208.513762309
44.79; 480.78523; 11697.932382056
45.81; 490.65578; 12197.398794569
46.83; 503.31757; 12709.754366366
47.84; 518.67839; 13237.746582056
48.86; 535.85869; 13783.227607269
49.88; 553.43224; 14346.597749861
50.90; 569.84279; 14926.673121091
51.92; 583.85538; 15521.012703896
52.93; 594.89296; 16126.588070541
53.95; 603.15474; 16740.573572412
54.97; 609.49243; 17361.010562778
55.99; 615.10303; 17987.158906164
57.01; 621.15197; 18619.46480485
58.02; 628.45053; 19259.200320696
59.04; 637.27868; 19907.922515773
60.06; 647.38462; 20566.932120429
61.08; 658.13157; 21236.881660193
62.10; 668.72203; 21917.611826408
63.11; 678.42003; 22608.214140793
64.13; 686.71089; 23307.256194682
65.15; 693.37139; 24013.078345494
66.17; 698.45676; 24724.077182387
67.19; 702.2321; 25438.919162018
68.20; 705.08164; 26156.661845417
69.22; 707.42325; 26876.788183603
70.24; 709.64524; 27599.176412133
71.26; 712.07224; 28324.035224212
72.27; 714.96021; 29051.833867847
73.29; 718.51507; 29783.251205436
74.31; 722.92364; 30519.156271373
75.33; 728.37984; 31260.615522355
76.35; 735.08684; 32008.902201936
77.36; 743.22068; 32765.468780501
78.38; 752.85609; 33531.843794783
79.40; 763.87493; 34309.435506142
80.42; 775.89556; 35099.263700004
81.44; 788.26585; 35901.684322361
82.45; 800.14735; 36716.199797488
83.47; 810.68626; 37541.443427421
84.49; 819.22942; 38375.383624425
85.51; 825.51687; 39215.724176822
86.53; 829.78151; 40060.405946253
87.54; 832.71431; 40908.073177245
88.56; 835.30183; 41758.374394606
89.58; 838.59123; 42612.024084648
90.60; 843.46534; 43470.635406217
91.62; 850.50311; 44336.410873201
92.63; 859.96106; 45211.814123449
93.65; 871.85616; 46099.326076109
94.67; 886.08595; 47001.323334236
95.69; 902.50834; 47920.037881314
96.71; 920.92956; 48857.504430187
97.72; 941.00117; 49815.403011787
98.74; 962.08263; 50794.761608718
99.76; 983.1551; 51795.571076487
100.78; 1002.8607; 52816.44003897
101.80; 1019.6916; 53854.442111714
102.81; 1032.2866; 54905.265303466
103.83; 1039.7427; 55963.678493227
104.85; 1041.8356; 57024.222187877
105.87; 1039.0759; 58081.956617744
106.89; 1032.5918; 59133.090487008
107.90; 1023.8926; 60175.369002986
108.92; 1014.6024; 61208.190496158
109.94; 1006.2426; 62232.502069082
110.96; 1000.0983; 63250.559017164
111.98; 997.14548; 64265.610084641
112.99; 997.98291; 65281.513625883
114.01; 1002.723; 66302.242377571
115.03; 1010.8443; 67331.238230067
116.05; 1021.0741; 68370.647642778
117.07; 1031.4101; 69420.578627281
118.08; 1039.3729; 70478.615383823
119.10; 1042.5087; 71539.84426703
120.12; 1039.0458; 72597.54806404
121.14; 1028.5103; 73644.52712409
122.15; 1012.0692; 74674.769884846
123.17; 992.4249; 75685.015603936
124.19; 973.22182; 76675.713418419
125.21; 958.10324; 77651.021175702
126.23; 949.69779; 78617.772543573
127.24; 948.86604; 79583.677223923
128.26; 954.46771; 80555.284164146
129.28; 963.73927; 81536.329150715
130.30; 973.16202; 82526.96608987
131.32; 979.53068; 83524.086053332
132.33; 980.86703; 84522.566368668
133.35; 976.88699; 85516.995172504
134.37; 968.89652; 86503.290015953
135.39; 959.1965; 87479.710662344
136.41; 950.24082; 88447.014812459
137.42; 943.85582; 89407.81931188
138.44; 940.77602; 90365.488704615
139.46; 940.60878; 91322.987857434
140.48; 942.17246; 92282.078767017
141.50; 944.02471; 93243.055183108
142.51; 944.95649; 94204.980112629
143.53; 944.27863; 95166.215010496
144.55; 941.84003; 96124.96751761
145.57; 937.83631; 97079.644410834
146.59; 932.54364; 98028.933594831
147.60; 926.11805; 98971.681809266
148.62; 918.54236; 99906.718295335
149.64; 909.71481; 100832.76871836
150.66; 899.60008; 101748.52277843
151.68; 888.33727; 102652.81178996
152.69; 876.23022; 103544.77634567
153.71; 863.61328; 104423.89739352
154.73; 850.65659; 105289.82909546
155.75; 837.21293; 106142.0757351
156.77; 822.79565; 106979.64619764
157.78; 806.72051; 107800.85286641
158.80; 788.36954; 108603.37903885
159.82; 767.47656; 109384.63705535
160.84; 744.31923; 110142.32191592
161.86; 719.73654; 110874.9826559
162.87; 694.95905; 111582.42097913
163.89; 671.31246; 112265.78809147
164.91; 649.90129; 112927.35956137
165.93; 631.38177; 113570.07896192
166.94; 615.89164; 114197.03007508
167.96; 603.13992; 114811.00048991
168.98; 592.59949; 115414.2411955
170.00; 583.71395; 116008.43681036
171.02; 576.03889; 116594.81954546
172.03; 569.27779; 117174.31976778
173.05; 563.22575; 117747.65927878
174.07; 557.67462; 118315.34797476
175.09; 552.34474; 118877.61108737
176.11; 546.88889; 119434.32037811
177.12; 540.9731; 119985.00764798
178.14; 534.39817; 120529.00192661
179.16; 527.20237; 121065.67119143
180.18; 519.69079; 121594.69398947
181.20; 512.36696; 122116.2614425
